,time_casa,time_visitante,totalgolsht,possebolacasaht,possebolavisitanteht,chutescasaht,chutesvisitanteht,chutesnogolcasaht,chutesnogolvisitanteht,chutesforagolcasaht,chutesforagolvisitanteht,chutesbloqueadoscasaht,chutesbloqueadosvisitanteht,cornercasaht,cornervisitanteht,chutesdentroareacasaht,chutesdentroareavisitanteht,chutesforaareacasaht,chutesforaareavisitanteht,defesasgoleirocasaht,defesasgoleirovisitanteht,passescasaht,passesvisitanteht,passescertoscasaht,passescertosvisitanteht,duelosganhoscasaht,duelosganhosvisitanteht,disputasaereasvencidascasaht,disputasaereasvencidasvisitanteht,PSH,PSD,PSA,vencedorft
506,Burnley,Man City,1,28,72,3,10,1,6,1,2,1,2,2,4,2,5,1,5,5,1,143,370,61,86,15,21,5,9,13.0,5.9,1.29,D
507,Arsenal,West Brom,1,67,33,5,7,2,3,3,3,0,1,2,3,2,4,3,3,2,1,289,132,84,67,36,28,17,11,1.36,5.45,10.0,H
508,Burnley,Cardiff,1,47,53,9,5,4,1,4,4,1,0,5,1,6,1,3,4,1,3,126,156,64,67,30,33,15,22,1.9,3.63,4.48,H
509,Man United,Tottenham,0,53,47,10,2,2,1,6,0,2,1,2,0,7,2,3,0,1,2,241,221,76,70,26,27,8,7,2.61,3.36,2.93,A
510,Crystal Palace,Man City,1,36,64,3,2,0,1,2,1,1,0,0,2,1,2,2,0,0,0,146,254,60,76,35,29,9,11,6.28,4.57,1.56,A
511,Watford,Huddersfield,2,46,54,3,8,2,4,1,3,0,1,2,2,3,5,0,3,4,0,222,257,79,82,26,30,5,7,1.76,3.74,5.37,H
512,Everton,Liverpool,0,34,66,3,7,1,3,2,3,0,1,2,2,0,3,3,4,4,1,166,322,70,86,16,26,6,8,4.25,3.71,1.94,D
513,West Brom,Brighton,1,45,55,7,8,3,0,2,4,2,4,7,3,3,4,4,4,0,2,194,243,75,79,23,23,12,10,2.16,3.08,4.31,H
514,Cardiff,Man City,3,21,79,1,9,1,4,0,2,0,3,1,6,0,7,1,2,1,1,102,371,62,89,21,24,6,9,21.06,7.97,1.18,A
515,Southampton,Burnley,0,41,59,6,12,1,4,3,5,2,3,2,4,2,7,4,5,4,1,162,223,73,82,29,26,12,12,1.86,3.51,4.99,D
516,Liverpool,Everton,2,61,39,18,3,6,0,5,2,7,1,5,1,11,0,7,3,0,4,258,168,83,68,32,26,9,6,1.7,4.13,5.22,H
517,Chelsea,Bournemouth,0,59,41,6,5,0,2,4,1,2,2,4,3,4,1,2,4,2,0,303,214,81,78,33,23,11,4,1.3,6.14,11.24,A
518,Man United,Tottenham,1,40,60,10,7,4,2,2,2,4,3,2,4,6,2,4,5,2,3,144,216,72,75,29,31,11,8,2.22,3.37,3.64,H
519,Everton,Tottenham,4,43,57,4,11,1,5,3,5,0,1,0,0,2,8,2,3,2,0,216,285,74,83,22,28,10,13,3.27,3.47,2.35,A
520,Arsenal,Newcastle,1,74,26,3,1,2,1,0,0,1,0,3,2,2,1,1,0,1,0,410,139,87,63,25,28,12,10,1.39,5.29,8.57,H
521,West Ham,Swansea,0,39,61,3,4,3,1,0,1,0,2,1,0,2,1,1,3,1,3,187,292,81,89,30,22,10,6,1.9,3.49,4.84,H
522,Leicester,Southampton,1,52,48,5,5,1,2,1,2,3,1,4,6,4,3,1,2,1,0,209,188,73,79,27,29,10,13,2.27,3.35,3.56,H
523,Man City,Bournemouth,5,53,47,8,2,8,1,0,0,0,1,1,5,5,0,3,2,0,4,288,238,83,79,24,27,8,9,1.34,5.58,10.6,H
524,West Ham,Southampton,1,50,50,3,10,0,2,2,6,1,2,1,3,1,7,2,4,2,0,224,213,69,74,34,37,13,13,3.57,3.41,2.24,H
525,Brighton,Tottenham,1,21,79,1,8,0,2,1,3,0,3,0,4,1,5,0,3,1,0,104,382,75,92,21,16,5,2,4.99,3.93,1.76,A
526,Arsenal,Southampton,2,56,44,5,4,1,1,1,1,3,2,2,0,4,3,1,2,1,0,310,244,86,82,22,24,2,9,1.6,4.35,6.15,H
527,Newcastle,Everton,0,34,66,3,7,0,3,3,3,0,1,0,1,3,3,0,4,3,0,163,312,71,89,23,37,6,10,3.37,3.58,2.25,A
528,Southampton,Stoke,0,67,33,3,6,0,3,1,3,2,0,7,2,2,2,1,4,3,0,245,122,79,66,29,31,8,15,1.76,3.71,5.48,D
529,West Brom,Man City,2,29,71,1,12,0,3,1,1,0,8,0,3,0,6,1,6,1,0,182,452,84,92,10,15,0,6,5.75,3.98,1.68,A
530,Arsenal,Fulham,1,64,36,7,5,4,1,2,4,1,0,4,1,7,2,0,3,1,2,297,160,78,66,37,29,12,14,1.34,5.58,9.02,H
531,Norwich,Chelsea,2,43,57,2,6,0,2,1,1,1,3,0,2,1,4,1,2,0,0,216,286,80,85,19,33,3,3,5.31,4.08,1.7,A
532,Bournemouth,Southampton,0,58,42,3,4,0,1,3,1,0,2,1,2,3,0,0,4,1,0,253,178,79,75,26,33,13,14,2.07,3.67,3.79,D
533,Man City,Everton,1,62,38,9,5,4,1,5,4,0,0,3,1,5,3,4,2,0,4,262,155,81,70,24,22,12,4,1.31,5.88,11.27,D
534,Tottenham,Watford,1,65,35,5,6,1,1,3,2,1,3,1,2,1,3,4,3,0,2,326,176,86,72,25,26,8,10,1.65,3.98,5.9,H
535,Liverpool,Chelsea,0,64,36,6,7,0,2,3,2,3,3,0,5,2,3,4,4,2,0,340,184,87,76,27,36,2,9,2.12,3.68,3.62,D
536,Burnley,Everton,1,63,37,9,7,2,4,2,3,5,0,3,1,5,5,4,2,3,2,250,153,76,67,26,29,11,15,2.5,3.04,3.43,H
537,Burnley,Everton,4,48,52,4,6,3,3,0,1,1,2,2,3,3,3,1,3,0,1,225,239,70,76,35,42,17,26,4.51,3.5,1.95,A
538,Crystal Palace,Huddersfield,0,43,57,8,7,1,2,2,4,5,1,1,2,5,5,3,2,2,1,203,274,78,78,34,20,16,6,1.47,4.35,8.4,H
539,Crystal Palace,Southampton,1,37,63,7,8,1,3,5,2,1,3,3,0,5,4,2,4,2,1,181,313,71,84,25,30,9,13,2.99,3.32,2.6,A
540,Southampton,Swansea,0,53,47,13,2,1,0,8,1,4,1,5,0,9,1,4,1,0,1,218,203,83,82,25,22,14,9,1.64,3.94,6.35,D
541,Sunderland,Aston Villa,1,42,58,5,4,1,2,4,2,0,0,1,2,2,2,4,2,2,1,192,253,72,81,30,20,10,7,2.49,3.34,3.14,H
542,Man United,Southampton,0,56,44,5,2,1,0,4,2,0,0,0,1,0,1,5,1,0,1,255,194,74,66,17,35,6,14,1.91,3.45,4.84,A
543,Burnley,Everton,1,34,66,7,9,2,3,2,2,3,4,1,3,3,4,4,5,3,1,129,263,60,79,24,36,8,17,6.05,3.87,1.68,H
544,Fulham,Tottenham,1,31,69,9,4,3,1,4,2,2,1,7,5,6,3,3,1,1,3,133,303,74,84,23,30,8,18,5.49,3.69,1.74,A
545,Man City,Stoke,0,63,37,3,3,1,2,0,1,2,0,4,0,0,3,3,0,2,1,283,162,83,67,36,29,11,12,1.25,6.8,13.6,D
546,Swansea,Tottenham,3,40,60,4,10,1,6,1,2,2,2,2,4,3,5,2,5,5,0,188,271,75,83,29,19,9,2,2.72,3.33,2.84,D
547,Brighton,Chelsea,2,38,62,2,7,1,3,0,1,1,3,1,1,1,4,1,3,1,1,230,385,84,90,19,21,6,4,7.64,4.37,1.51,A
548,West Ham,Stoke,0,45,55,7,4,3,0,0,2,4,2,4,3,2,3,5,1,0,3,181,224,76,80,26,30,7,9,2.63,3.33,2.94,D
549,Stoke,Tottenham,1,39,61,6,6,1,2,1,1,4,3,3,2,3,3,3,3,1,1,181,282,71,82,30,18,7,6,4.34,3.82,1.89,A
550,Crystal Palace,West Ham,2,45,55,5,11,1,2,2,6,2,3,1,4,5,8,0,3,1,0,175,206,71,79,25,33,8,9,2.01,3.67,3.99,A
551,Brighton,Huddersfield,0,47,53,2,2,0,2,2,0,0,0,2,1,1,0,1,2,2,0,211,241,74,77,28,24,13,11,1.83,3.5,5.24,H
552,Man City,Southampton,5,68,32,7,2,5,1,0,1,2,0,2,0,6,2,1,0,0,2,372,174,92,79,32,25,12,4,1.11,10.68,28.68,H
553,Chelsea,Tottenham,2,41,59,7,6,4,2,1,3,2,1,0,2,3,1,4,5,1,3,223,315,71,84,28,23,7,6,2.43,3.4,3.18,A
554,Arsenal,Swansea,2,61,39,10,5,2,1,4,2,4,2,2,2,6,0,4,5,0,1,323,197,88,84,28,16,3,3,1.37,5.21,10.28,A
555,Man City,Tottenham,1,61,39,8,5,3,3,2,0,3,2,4,2,4,5,4,0,3,2,319,206,90,79,21,24,4,4,1.29,6.44,10.31,H
556,Stoke,Brighton,1,61,39,5,6,0,3,4,3,1,0,2,2,2,5,3,1,2,0,260,171,73,60,26,40,11,22,2.22,3.27,3.78,D
557,Watford,Crystal Palace,1,56,44,1,8,0,4,0,3,1,1,2,3,0,4,1,4,3,0,203,160,67,66,27,31,10,8,2.54,3.36,3.05,D
558,Chelsea,West Ham,1,56,44,7,1,3,0,2,0,2,1,3,1,5,1,2,0,0,2,260,199,87,76,21,25,5,6,1.32,5.82,10.48,H
559,Leicester,Swansea,1,62,38,5,3,2,2,2,1,1,0,2,2,2,1,3,2,2,1,243,147,80,69,27,35,9,11,1.71,3.88,5.57,H
560,Everton,Crystal Palace,0,63,37,6,6,1,1,1,2,4,3,6,3,1,3,5,3,1,1,228,138,79,70,32,27,5,10,2.26,3.26,3.68,H
561,West Ham,Swansea,2,60,40,12,6,3,3,6,2,3,1,7,0,6,4,6,2,1,3,245,161,86,80,20,18,6,2,1.43,4.96,8.34,A
562,Sunderland,Middlesbrough,2,41,59,4,5,0,3,3,1,1,1,3,1,3,2,1,3,1,0,183,273,73,81,30,34,9,9,2.61,3.22,3.06,A
563,Crystal Palace,Watford,1,48,52,6,5,0,1,4,2,2,2,3,4,2,4,4,1,0,0,192,205,77,73,37,28,19,9,2.29,3.51,3.34,H
564,Middlesbrough,Leicester,0,57,43,4,5,0,2,2,2,2,1,0,1,2,1,2,4,2,0,228,179,75,66,35,38,12,17,2.8,3.16,2.88,D
565,Man United,Swansea,2,71,29,8,0,4,0,2,0,2,0,2,0,5,0,3,0,0,2,414,162,91,79,25,13,7,0,1.24,7.02,14.56,H
566,Aston Villa,West Ham,1,54,46,5,6,3,2,2,3,0,1,5,4,2,4,3,2,1,3,199,169,85,78,31,33,12,11,2.66,3.29,2.94,D
567,Stoke,West Ham,0,56,44,4,6,0,2,2,1,2,3,2,2,2,4,2,2,2,0,302,227,86,81,21,34,6,8,2.08,3.45,3.85,D
568,Chelsea,Watford,2,58,42,8,7,1,1,4,4,3,2,7,3,4,3,4,4,0,0,238,173,81,76,20,21,8,8,1.52,4.52,7.14,D
569,Tottenham,West Brom,1,68,32,10,2,2,1,5,1,3,0,5,0,4,1,6,1,0,2,350,165,87,77,28,31,12,17,1.27,6.2,14.35,D
570,Bournemouth,Man United,2,53,47,12,6,5,1,2,2,5,3,5,2,8,6,4,0,0,4,225,202,84,79,18,28,3,10,3.62,3.64,2.14,A
571,Man United,Liverpool,1,52,48,4,5,2,1,2,1,0,3,3,5,3,5,1,0,0,2,246,221,78,77,29,32,9,10,2.16,3.34,3.88,D
572,Everton,Chelsea,3,41,59,6,11,4,1,2,5,0,5,3,9,3,5,3,6,0,2,201,296,83,90,26,18,7,4,4.11,3.57,2.01,H
573,Watford,Chelsea,1,47,53,9,2,2,0,4,2,3,0,5,0,6,2,3,0,0,1,213,244,78,82,26,21,8,7,6.15,4.05,1.64,H
574,Newcastle,Southampton,2,52,48,7,3,3,0,2,0,2,3,2,3,4,3,3,0,1,1,183,166,64,66,42,21,18,9,2.59,3.1,3.24,H
575,Arsenal,Bournemouth,2,58,42,7,7,1,2,2,4,4,1,2,5,5,5,2,2,1,0,269,182,86,75,30,26,5,5,1.43,5.04,8.05,H
576,Tottenham,Crystal Palace,0,74,26,7,2,1,1,4,0,2,1,2,2,2,1,5,1,1,1,319,113,87,65,25,18,8,5,1.31,6.11,10.98,H
577,Tottenham,Southampton,1,58,42,7,3,4,1,3,2,0,0,5,0,5,1,2,2,1,3,303,211,83,73,21,26,16,7,1.38,5.11,9.52,H
578,Chelsea,Middlesbrough,2,52,48,8,1,4,0,3,0,1,1,3,1,6,1,2,0,0,2,263,241,82,83,30,19,4,5,1.18,8.29,18.22,H
579,Watford,Man United,1,39,61,2,4,0,2,2,1,0,1,1,4,1,2,1,2,1,0,187,274,62,78,28,20,6,9,4.14,3.38,2.07,A
580,Burnley,Watford,1,48,52,6,7,4,2,1,4,1,1,1,3,3,6,3,1,2,3,196,214,66,73,28,31,18,21,2.62,3.26,3.03,H
581,Sunderland,Man City,1,32,68,6,4,1,2,3,2,2,0,3,2,3,2,3,2,1,1,152,314,66,87,26,26,6,7,10.81,6.35,1.3,A
582,Watford,Arsenal,1,41,59,2,5,0,3,2,2,0,0,0,1,2,2,0,3,2,0,242,337,80,84,24,32,7,14,5.49,4.37,1.64,H
583,Man United,Aston Villa,1,66,34,7,3,2,0,3,2,2,1,9,0,5,1,2,2,0,1,303,152,84,79,23,21,7,5,1.26,6.35,14.88,H
584,Bournemouth,Southampton,2,45,55,4,5,3,2,0,2,1,1,5,1,3,2,1,3,1,2,234,282,82,84,28,30,8,8,2.95,3.23,2.69,A
585,Bournemouth,Burnley,3,59,41,3,4,2,2,1,1,0,1,1,3,2,3,1,1,0,2,210,136,78,68,34,25,21,14,2.09,3.64,3.75,A
586,Arsenal,Liverpool,0,61,39,3,11,1,5,1,3,1,3,2,6,3,10,0,1,5,1,309,197,84,72,32,37,12,19,1.74,4.0,5.12,D
587,Burnley,West Brom,0,58,42,5,3,1,0,2,0,2,3,1,3,4,2,1,1,0,2,210,148,73,61,22,38,8,20,2.31,3.2,3.64,D
588,Fulham,Brighton,2,63,37,6,8,2,3,2,3,2,2,7,0,3,6,3,2,1,1,310,185,83,72,26,35,18,17,2.42,3.23,3.35,H
589,Chelsea,West Ham,0,61,39,7,1,2,0,4,1,1,0,3,0,4,0,3,1,0,2,289,189,88,78,37,33,11,13,1.68,4.16,5.48,H
590,Swansea,Arsenal,2,31,69,7,5,2,2,2,2,3,1,3,1,3,3,4,2,1,1,200,443,80,91,15,20,3,8,7.0,4.62,1.51,H
591,Hull,Crystal Palace,1,58,42,7,7,2,2,4,5,1,0,2,1,5,4,2,3,2,1,229,163,76,66,27,22,13,8,3.43,3.37,2.32,D
592,West Ham,Southampton,1,41,59,4,4,0,2,2,1,2,1,3,1,1,4,3,0,1,0,180,263,71,81,24,14,10,6,2.83,3.35,2.72,A
593,Norwich,West Brom,0,62,38,9,5,2,2,4,3,3,0,5,2,5,3,4,2,2,2,225,132,83,57,23,26,11,13,2.02,3.49,4.18,A
594,Aston Villa,Man United,1,45,55,1,5,0,1,1,2,0,2,1,1,1,4,0,1,0,0,234,290,83,88,23,23,5,5,5.66,3.83,1.72,A
595,Leicester,Crystal Palace,1,67,33,14,3,4,1,6,2,4,0,3,2,4,1,10,2,0,4,290,136,86,72,38,22,14,13,2.24,3.35,3.66,A
596,Man City,Bournemouth,2,67,33,6,3,1,1,3,1,2,1,1,1,3,3,3,0,0,0,383,184,91,77,15,30,5,17,1.11,10.98,23.72,H
597,Brighton,Crystal Palace,0,49,51,5,3,3,2,1,1,1,0,2,2,2,3,3,0,2,3,238,247,78,78,25,31,10,12,2.68,3.17,3.01,D
598,Bournemouth,Leicester,1,58,42,4,1,2,0,0,1,2,0,3,1,2,1,2,0,0,1,227,165,74,67,35,34,14,9,2.15,3.63,3.57,D
599,Stoke,Everton,0,46,54,5,2,2,0,2,1,1,1,1,2,2,2,3,0,0,2,186,216,76,78,33,22,9,4,2.49,3.29,3.18,A
600,West Ham,Brighton,2,65,35,9,4,1,3,3,1,5,0,6,1,5,3,4,1,1,1,310,168,81,73,23,20,11,10,1.82,3.53,5.34,A
601,Tottenham,Bournemouth,2,68,32,8,1,4,0,3,1,1,0,4,1,4,1,4,0,0,2,324,149,87,65,24,28,10,5,1.56,4.41,6.57,H
602,Man United,Stoke,2,59,41,7,8,3,4,2,3,2,1,3,1,2,7,5,1,3,1,278,185,90,84,21,30,5,10,1.23,7.22,15.23,H
603,Norwich,Arsenal,2,32,68,3,7,2,2,1,3,0,2,0,3,2,4,1,3,1,1,163,345,77,89,16,25,1,5,5.62,4.34,1.63,D
604,Liverpool,Brighton,2,71,29,16,1,6,1,5,0,5,0,4,2,14,0,2,1,1,3,338,135,87,68,22,19,12,6,1.21,7.65,15.44,H
605,Southampton,Chelsea,1,25,75,6,12,3,1,2,2,1,9,0,11,3,10,3,2,0,3,134,383,75,89,27,17,8,9,6.02,4.13,1.63,A
606,Cardiff,Newcastle,0,49,51,3,6,0,4,2,0,1,2,3,3,2,5,1,1,4,0,160,165,63,62,42,26,15,17,3.25,3.12,2.54,D
607,West Ham,Crystal Palace,0,44,56,5,3,0,1,2,2,3,0,0,1,2,1,3,2,1,0,188,228,74,84,35,23,12,7,2.41,3.41,3.2,H
608,Brighton,Watford,0,52,48,4,5,2,0,2,2,0,3,3,2,2,2,2,3,0,2,205,191,76,72,34,25,17,12,2.67,3.2,3.0,H
609,Chelsea,Tottenham,2,48,52,3,10,3,4,0,5,0,1,2,3,0,2,3,8,3,2,207,228,77,82,29,38,6,11,1.78,3.81,5.09,H
610,Everton,Bournemouth,0,51,49,4,1,0,1,2,0,2,0,2,3,3,0,1,1,1,0,245,231,83,81,22,21,6,4,1.72,3.92,5.43,H
611,Man City,Arsenal,3,65,35,6,4,4,2,1,0,1,2,4,2,4,2,2,2,1,2,313,171,85,68,27,14,16,2,1.32,6.24,9.06,H
612,Tottenham,Bournemouth,0,75,25,6,2,1,0,2,1,3,1,3,2,4,1,2,1,1,1,374,125,89,61,29,19,11,8,1.21,7.92,14.37,H
613,Man City,Huddersfield,4,77,23,13,3,8,1,2,1,3,1,5,2,10,1,3,2,0,5,402,114,92,69,16,15,7,9,1.1,12.39,32.7,H
614,Man City,Southampton,0,72,28,12,4,7,1,3,2,2,1,2,4,6,4,6,0,1,7,391,148,85,58,28,24,16,6,1.2,8.2,15.02,H
615,Newcastle,Tottenham,0,32,68,1,9,0,2,1,4,0,3,4,4,1,4,0,5,2,0,123,272,60,85,28,30,11,10,5.35,4.0,1.71,A
616,Southampton,Bournemouth,2,45,55,7,4,3,2,2,2,2,0,3,4,3,2,4,2,1,2,203,242,75,77,26,24,8,14,1.71,4.11,5.15,H
617,Newcastle,Wolves,2,60,40,10,3,4,2,4,1,2,0,3,3,5,2,5,1,1,3,267,178,83,72,28,25,18,14,3.01,3.16,2.7,A
618,Man City,Aston Villa,0,77,23,13,1,4,1,7,0,2,0,7,1,10,1,3,0,1,4,396,116,91,66,26,27,9,9,1.22,7.08,16.27,H
619,West Brom,Arsenal,3,34,66,2,4,1,2,0,2,1,0,0,2,2,1,1,3,1,0,154,298,71,85,28,27,6,12,6.68,4.29,1.57,H
620,Stoke,Southampton,0,37,63,3,5,2,2,1,3,0,0,1,1,2,2,1,3,2,2,154,250,66,82,21,26,11,7,3.29,3.25,2.45,D
621,West Ham,Arsenal,0,32,68,1,11,0,1,1,5,0,5,0,3,1,5,0,6,1,0,157,327,73,87,30,25,10,9,5.36,4.44,1.65,D
622,Everton,Chelsea,0,33,67,3,11,1,3,2,4,0,4,0,2,1,6,2,5,3,1,169,341,74,86,25,35,8,10,4.12,3.64,1.99,H
623,Arsenal,Crystal Palace,1,71,29,8,8,1,3,5,3,2,2,4,2,5,7,3,1,2,1,364,138,90,70,21,23,3,9,1.56,4.55,6.23,A
624,Sunderland,Chelsea,3,31,69,5,4,2,4,1,0,2,0,0,2,1,4,4,0,2,1,157,354,68,86,22,20,4,6,3.02,3.55,2.45,H
625,Stoke,Leicester,2,54,46,6,6,2,2,2,3,2,1,3,2,3,3,3,3,2,0,234,193,76,77,45,29,19,12,2.47,3.41,3.1,D
626,Chelsea,Man United,1,62,38,6,1,1,0,3,1,2,0,1,2,3,1,3,0,0,0,343,197,92,78,21,21,8,7,1.74,3.93,5.26,D
627,Man City,Leicester,2,68,32,7,1,6,1,1,0,0,0,4,1,4,1,3,0,0,4,349,157,86,68,28,26,6,9,1.22,7.4,14.5,H
628,Watford,Stoke,1,43,57,4,4,1,2,2,1,1,1,5,0,4,1,0,3,1,1,185,255,67,79,36,31,11,11,2.4,3.27,3.36,A
629,Sunderland,West Brom,0,48,52,7,2,2,0,3,2,2,0,0,0,4,0,3,2,0,2,184,197,68,70,32,25,11,9,2.11,3.36,4.0,D
630,Man City,Chelsea,4,51,49,5,8,4,3,1,1,0,4,0,2,3,4,2,4,3,0,304,281,92,89,26,27,6,3,1.51,4.63,6.91,H
631,Newcastle,Crystal Palace,0,50,50,3,7,0,0,1,4,2,3,1,3,2,5,1,2,0,0,207,198,75,73,29,29,11,15,1.98,3.58,4.24,H
632,Everton,Swansea,1,54,46,5,5,3,2,2,3,0,0,3,3,4,3,1,2,1,3,212,178,77,79,28,15,6,4,1.58,4.26,6.52,D
633,Huddersfield,Stoke,1,55,45,8,11,2,6,3,2,3,3,3,2,5,9,3,2,4,1,258,213,84,75,26,50,9,23,2.51,3.27,3.17,D
634,Fulham,Cardiff,0,73,27,4,1,1,0,2,0,1,1,3,0,1,0,3,1,0,1,346,124,87,64,34,35,12,7,2.4,3.71,2.95,H
635,Tottenham,Arsenal,1,54,46,10,4,4,2,1,1,5,1,3,1,4,2,6,2,1,4,249,218,75,70,39,34,5,8,2.39,3.54,3.13,D
636,Southampton,Everton,2,50,50,7,6,2,3,4,1,1,2,3,3,6,4,1,2,1,2,215,218,82,80,26,23,9,10,1.98,3.6,4.21,A
637,Burnley,Arsenal,0,34,66,9,5,3,1,4,2,2,2,4,3,8,3,1,2,1,2,146,277,79,85,19,25,9,11,3.15,3.8,2.25,A
638,Southampton,West Ham,0,42,58,3,7,1,1,2,4,0,2,0,3,2,2,1,5,1,1,204,279,77,78,36,37,9,7,2.28,3.56,3.32,A
639,Stoke,Liverpool,1,44,56,3,5,0,3,1,2,2,0,2,1,1,4,2,1,2,0,214,287,73,82,30,27,18,12,6.45,4.69,1.53,A
640,Arsenal,Liverpool,1,52,48,4,8,0,4,1,4,3,0,3,3,0,6,4,2,3,0,272,254,77,81,28,32,8,11,2.51,3.71,2.84,D
641,Burnley,Liverpool,0,37,63,6,7,1,1,2,4,3,2,1,1,3,2,3,5,1,1,178,297,68,84,24,26,13,14,7.31,4.45,1.52,A
642,Stoke,Huddersfield,0,54,46,4,1,1,0,2,1,1,0,3,2,3,1,1,0,0,1,182,160,65,49,54,33,35,15,2.04,3.41,4.23,H
643,West Ham,Tottenham,0,30,70,5,7,2,3,3,3,0,1,2,3,2,3,3,4,3,2,138,314,68,80,15,27,5,8,9.4,5.35,1.37,H
644,Tottenham,Liverpool,4,37,63,8,5,4,2,2,1,2,2,0,3,6,2,2,3,1,1,183,299,73,83,24,19,5,4,2.22,3.62,3.4,H
645,Liverpool,Man City,1,42,58,3,4,1,0,2,2,0,2,1,1,1,1,2,3,0,0,219,302,71,79,33,40,12,17,2.37,3.52,3.18,H
646,Tottenham,Swansea,0,69,31,9,3,3,0,5,3,1,0,4,1,1,2,8,1,0,3,365,164,88,70,24,23,7,7,1.25,6.7,14.0,D
647,Crystal Palace,Newcastle,1,46,54,7,8,2,6,1,1,4,1,1,4,4,6,3,2,5,3,194,216,81,75,31,23,13,7,2.05,3.4,4.19,D
648,Crystal Palace,Chelsea,3,45,55,6,3,2,1,3,1,1,1,4,3,5,2,2,1,0,1,235,286,80,80,18,34,2,10,8.5,4.92,1.43,H
649,Chelsea,Tottenham,0,49,51,6,5,0,0,5,1,1,4,1,1,2,2,4,3,0,3,254,258,81,89,34,21,6,2,2.3,3.48,3.38,H
650,Crystal Palace,Leicester,1,63,37,8,1,1,1,4,0,3,0,5,1,5,1,3,0,0,1,249,147,76,60,40,34,18,11,1.78,3.85,5.1,D
651,Leicester,Swansea,2,38,62,5,4,4,0,0,2,1,2,2,5,5,2,0,2,0,2,189,308,73,83,31,29,6,7,1.74,3.79,5.54,H
652,Brighton,Burnley,0,62,38,8,3,2,1,3,0,3,2,4,1,7,1,1,2,1,1,263,159,83,67,28,36,15,18,2.62,2.95,3.34,D
653,Newcastle,Chelsea,1,48,52,10,7,4,1,3,5,3,1,0,3,5,2,5,5,1,3,197,207,76,74,42,34,10,12,5.98,4.16,1.63,D
654,Liverpool,Chelsea,1,52,48,15,8,5,3,6,3,4,2,3,1,5,5,10,3,2,4,262,233,87,85,26,29,3,5,2.02,3.86,3.76,D
655,Arsenal,Stoke,2,69,31,10,6,2,3,3,2,5,1,4,3,9,4,1,2,2,1,281,118,86,64,20,30,6,9,1.38,5.29,9.21,H
656,Burnley,Southampton,0,43,57,2,9,0,1,2,2,0,6,2,3,1,9,1,0,1,0,163,210,59,79,22,38,8,22,3.75,3.35,2.2,H
657,Cardiff,Watford,1,32,68,6,5,2,3,1,2,3,0,0,2,2,2,4,3,2,2,145,299,66,83,33,26,12,11,3.08,3.36,2.5,A
658,Swansea,West Brom,1,58,42,5,3,2,0,2,2,1,1,0,5,4,1,1,2,0,1,248,169,81,70,14,18,3,6,1.96,3.42,4.58,H
659,Brighton,Liverpool,2,32,68,1,6,0,3,1,2,0,1,0,2,1,4,0,2,1,0,198,420,78,92,23,23,7,7,7.58,4.55,1.5,A
660,Liverpool,West Brom,2,71,29,8,0,2,0,3,0,3,0,0,0,5,0,3,0,0,0,384,152,86,63,34,26,12,10,1.28,6.26,12.86,H
661,Fulham,Liverpool,1,38,62,3,5,0,3,2,2,1,0,0,3,0,4,3,1,2,0,218,337,78,84,29,27,9,11,11.68,6.34,1.27,A
662,Bournemouth,Tottenham,4,44,56,6,6,2,4,3,1,1,1,1,2,5,4,1,2,1,0,172,227,70,79,34,38,5,14,3.58,3.42,2.23,A
663,Watford,Liverpool,0,31,69,1,3,1,3,0,0,0,0,3,2,1,3,0,0,3,1,176,389,72,86,16,25,3,10,6.31,4.28,1.59,A
664,Leicester,Arsenal,0,73,27,12,4,5,1,4,2,3,1,6,1,6,4,6,0,1,5,340,125,85,62,35,25,12,9,2.68,3.77,2.61,H
665,Tottenham,Crystal Palace,0,62,38,11,7,3,3,4,2,4,2,4,2,3,3,8,4,3,3,250,154,85,75,29,39,3,8,1.99,3.61,4.15,H
666,Swansea,Sunderland,0,63,37,6,2,0,0,6,1,0,1,1,2,5,2,1,0,0,0,230,137,81,68,26,20,6,5,2.14,3.55,3.68,H
667,West Ham,Middlesbrough,0,41,59,9,4,0,1,6,2,3,1,2,2,6,3,3,1,0,0,172,243,74,79,22,28,7,12,2.23,3.35,3.66,D
668,Crystal Palace,Man United,1,40,60,5,5,0,1,5,2,0,2,0,3,3,2,2,3,0,0,188,281,80,83,22,31,6,11,3.25,3.43,2.36,A
669,Newcastle,West Brom,1,61,39,7,4,2,2,4,2,1,0,2,0,5,3,2,1,1,2,317,196,82,70,33,25,13,8,1.93,3.47,4.69,A
670,Man City,Newcastle,2,75,25,11,1,3,1,4,0,4,0,3,0,8,1,3,0,0,2,383,125,88,61,26,29,10,8,1.12,10.57,27.95,H
671,Watford,Burnley,0,55,45,5,6,3,1,2,5,0,0,0,3,3,5,2,1,1,2,237,184,77,66,37,32,18,16,1.64,4.15,5.72,D
672,West Brom,Liverpool,1,29,71,4,6,1,2,3,3,0,1,1,1,1,4,3,2,1,1,139,347,66,85,24,30,10,11,4.34,3.7,1.93,A
673,West Brom,Arsenal,2,21,79,6,5,4,2,1,1,1,2,3,0,6,3,0,2,1,3,106,409,59,88,18,21,7,9,5.36,4.02,1.71,H
