;HomeTeam;AwayTeam;FTR;B365H;B365D;B365A;Div;Date
367;Lille;Monaco;H;1.53;3.75;7.0;F1;2010-11-21
368;Bordeaux;Lille;D;2.38;3.0;3.25;F1;2010-11-27
369;Lorient;Rennes;H;2.45;3.0;3.1;F1;2010-11-27
370;Marseille;Montpellier;H;1.53;3.6;7.5;F1;2010-11-27
371;Monaco;Nice;D;1.91;3.2;4.33;F1;2010-11-27
372;Nancy;St Etienne;D;2.25;3.0;3.5;F1;2010-11-27
373;Valenciennes;Arles;H;1.5;3.6;8.0;F1;2010-11-27
374;Auxerre;Toulouse;A;2.0;3.1;4.1;F1;2010-11-28
375;Caen;Sochaux;A;2.2;3.1;3.4;F1;2010-11-28
376;Lyon;Paris SG;D;1.91;3.25;4.2;F1;2010-11-28
377;Brest;Lens;H;2.05;3.1;4.0;F1;2010-11-30
378;Marseille;Rennes;D;1.67;3.5;5.5;F1;2010-12-01
379;Valenciennes;St Etienne;D;2.2;3.1;3.5;F1;2010-12-01
380;Arles;Nancy;D;3.5;3.1;2.2;F1;2010-12-04
381;Lens;Auxerre;D;2.4;3.0;3.2;F1;2010-12-04
382;Lille;Lorient;H;1.53;3.75;7.0;F1;2010-12-04
383;Montpellier;Lyon;A;3.2;3.0;2.4;F1;2010-12-04
384;Rennes;Monaco;H;1.73;3.4;5.25;F1;2010-12-04
385;Sochaux;Valenciennes;H;2.0;3.2;4.0;F1;2010-12-04
386;Toulouse;Caen;H;1.7;3.4;5.5;F1;2010-12-04
387;Nice;Marseille;H;4.0;3.2;2.0;F1;2010-12-05
388;Paris SG;Brest;H;1.6;3.6;6.0;F1;2010-12-05
389;St Etienne;Bordeaux;D;2.5;3.0;3.0;F1;2010-12-05
390;Arles;Lille;A;7.5;3.8;1.5;F1;2010-12-11
391;Auxerre;Marseille;D;3.2;3.1;2.3;F1;2010-12-11
392;Brest;Montpellier;D;2.4;3.0;3.2;F1;2010-12-11
393;Caen;Nice;D;2.05;3.1;3.9;F1;2010-12-11
394;Lorient;Lens;H;1.91;3.3;4.2;F1;2010-12-11
395;Nancy;Sochaux;H;2.1;3.2;3.6;F1;2010-12-11
396;Valenciennes;Paris SG;A;3.2;3.1;2.35;F1;2010-12-11
397;Bordeaux;Rennes;D;2.05;3.1;3.9;F1;2010-12-12
398;Lyon;Toulouse;H;1.53;3.7;7.0;F1;2010-12-12
399;Monaco;St Etienne;A;2.4;3.1;3.1;F1;2010-12-12
400;Montpellier;Auxerre;D;2.1;3.1;3.8;F1;2010-12-18
401;Nice;Brest;D;2.4;3.0;3.2;F1;2010-12-18
402;Paris SG;Monaco;D;1.53;3.75;7.0;F1;2010-12-18
403;Rennes;Valenciennes;H;1.8;3.3;4.75;F1;2010-12-18
404;St Etienne;Arles;H;1.36;4.5;9.0;F1;2010-12-18
405;Toulouse;Lorient;H;2.1;3.1;3.8;F1;2010-12-18
406;Marseille;Lyon;D;2.1;3.25;3.6;F1;2010-12-19
407;Sochaux;Bordeaux;D;2.7;3.0;2.75;F1;2010-12-19
408;Lorient;Montpellier;D;2.1;3.1;3.8;F1;2010-12-21
409;Arles;Nice;D;3.25;3.1;2.3;F1;2010-12-22
410;Bordeaux;Lens;D;1.57;3.6;6.5;F1;2010-12-22
411;Brest;Marseille;D;3.8;3.0;2.15;F1;2010-12-22
412;Caen;Rennes;H;3.0;3.0;2.5;F1;2010-12-22
413;Lille;St Etienne;D;1.44;4.1;7.5;F1;2010-12-22
414;Lyon;Auxerre;D;1.53;3.75;7.0;F1;2010-12-22
415;Monaco;Sochaux;H;2.15;3.0;3.7;F1;2010-12-22
416;Nancy;Paris SG;H;3.5;3.1;2.2;F1;2010-12-22
417;Valenciennes;Toulouse;H;2.3;3.0;3.4;F1;2010-12-22
418;Auxerre;Monaco;D;1.83;3.25;4.75;F1;2011-01-15
419;Brest;Caen;A;1.91;3.2;4.33;F1;2011-01-15
420;Lens;St Etienne;H;2.5;3.0;3.0;F1;2011-01-15
421;Lyon;Lorient;H;1.5;4.0;7.0;F1;2011-01-15
422;Montpellier;Valenciennes;H;1.91;3.2;4.33;F1;2011-01-15
423;Nice;Lille;A;4.33;3.2;1.91;F1;2011-01-15
424;Paris SG;Sochaux;H;1.5;4.0;7.0;F1;2011-01-15
425;Rennes;Arles;H;1.36;4.5;9.0;F1;2011-01-15
426;Toulouse;Nancy;H;2.1;3.2;3.6;F1;2011-01-15
427;Marseille;Bordeaux;H;1.73;3.4;5.0;F1;2011-01-16
428;Lille;Nancy;H;1.4;4.2;8.5;F1;2011-01-19
429;Lens;Caen;H;2.1;3.1;3.75;F1;2011-01-22
430;Arles;Paris SG;A;7.0;4.0;1.5;F1;2011-01-29
431;Caen;Auxerre;H;2.4;3.0;3.2;F1;2011-01-29
432;Lille;Lens;H;1.36;4.5;9.0;F1;2011-01-29
433;Lorient;Brest;H;1.91;3.25;4.33;F1;2011-01-29
434;Sochaux;Rennes;H;2.4;3.0;3.2;F1;2011-01-29
435;St Etienne;Toulouse;H;2.2;3.0;3.6;F1;2011-01-29
436;Valenciennes;Lyon;H;3.75;3.1;2.1;F1;2011-01-29
437;Bordeaux;Nice;H;1.67;3.5;5.5;F1;2011-01-30
438;Monaco;Marseille;D;3.6;3.0;2.2;F1;2011-01-30
439;Nancy;Montpellier;A;2.25;3.1;3.4;F1;2011-01-30
440;Brest;Nancy;H;2.1;3.25;3.5;F1;2011-02-05
441;Caen;Lorient;A;2.3;3.1;3.25;F1;2011-02-05
442;Lens;Valenciennes;D;2.1;3.25;3.5;F1;2011-02-05
443;Marseille;Arles;H;1.2;6.5;13.0;F1;2011-02-05
444;Montpellier;St Etienne;A;2.1;3.25;3.5;F1;2011-02-05
445;Nice;Sochaux;H;2.2;3.1;3.4;F1;2011-02-05
446;Rennes;Paris SG;H;2.5;3.1;2.9;F1;2011-02-05
447;Auxerre;Lille;D;3.5;3.25;2.1;F1;2011-02-06
448;Lyon;Bordeaux;D;1.73;3.5;5.0;F1;2011-02-06
449;Toulouse;Monaco;H;1.9;3.25;4.33;F1;2011-02-06
450;Arles;Montpellier;D;4.75;3.3;1.8;F1;2011-02-12
451;Bordeaux;Caen;A;1.57;3.6;6.5;F1;2011-02-12
452;Monaco;Lorient;H;2.2;3.0;3.6;F1;2011-02-12
453;Nancy;Auxerre;H;2.25;3.0;3.5;F1;2011-02-12
454;Paris SG;Lens;D;1.4;4.5;9.0;F1;2011-02-12
455;Sochaux;Marseille;A;3.4;3.2;2.2;F1;2011-02-12
456;St Etienne;Lyon;A;3.25;3.0;2.38;F1;2011-02-12
457;Lille;Toulouse;H;1.5;3.8;7.5;F1;2011-02-13
458;Rennes;Nice;H;1.53;3.75;7.0;F1;2011-02-13
459;Valenciennes;Brest;H;2.15;3.1;3.6;F1;2011-02-13
460;Lyon;Nancy;H;1.44;3.8;9.5;F1;2011-02-18
461;Auxerre;Arles;D;1.36;4.33;9.5;F1;2011-02-19
462;Brest;Monaco;H;2.5;3.0;3.0;F1;2011-02-19
463;Caen;Valenciennes;D;2.2;3.1;3.5;F1;2011-02-19
464;Lens;Sochaux;A;2.0;3.2;4.0;F1;2011-02-19
465;Lorient;Bordeaux;H;2.38;3.0;3.25;F1;2011-02-19
466;Marseille;St Etienne;H;1.55;3.6;7.0;F1;2011-02-19
467;Montpellier;Lille;H;3.4;3.0;2.25;F1;2011-02-20
468;Nice;Paris SG;A;3.75;3.1;2.1;F1;2011-02-20
469;Toulouse;Rennes;A;2.4;3.0;3.2;F1;2011-02-20
470;Arles;Brest;D;3.2;3.0;2.38;F1;2011-02-26
471;Bordeaux;Auxerre;H;1.75;3.3;5.25;F1;2011-02-26
472;Monaco;Caen;D;1.91;3.1;4.5;F1;2011-02-26
473;Rennes;Lens;H;1.73;3.5;5.0;F1;2011-02-26
474;Sochaux;Montpellier;D;2.3;3.0;3.4;F1;2011-02-26
475;St Etienne;Nice;A;1.75;3.3;5.25;F1;2011-02-26
476;Valenciennes;Lorient;D;2.1;3.1;3.75;F1;2011-02-26
477;Lille;Lyon;D;2.1;3.25;3.6;F1;2011-02-27
478;Nancy;Marseille;A;3.75;3.2;2.05;F1;2011-02-27
479;Paris SG;Toulouse;H;1.62;3.6;6.0;F1;2011-02-27
480;Auxerre;Paris SG;H;3.25;3.1;2.3;F1;2011-03-05
481;Caen;St Etienne;H;2.38;3.1;3.1;F1;2011-03-05
482;Lorient;Nancy;D;1.8;3.3;4.75;F1;2011-03-05
483;Montpellier;Rennes;A;2.3;3.1;3.2;F1;2011-03-05
484;Nice;Lens;D;2.2;3.1;3.5;F1;2011-03-05
485;Toulouse;Sochaux;A;1.9;3.25;4.33;F1;2011-03-05
486;Valenciennes;Monaco;D;2.1;3.1;3.75;F1;2011-03-05
487;Brest;Bordeaux;A;2.75;3.1;2.63;F1;2011-03-06
488;Lyon;Arles;H;1.2;6.0;15.0;F1;2011-03-06
489;Marseille;Lille;A;2.1;3.25;3.6;F1;2011-03-06
490;Rennes;Marseille;A;2.63;3.0;2.88;F1;2011-03-11
491;Arles;Lorient;D;4.0;3.2;2.0;F1;2011-03-12
492;Lens;Toulouse;A;2.5;3.0;3.0;F1;2011-03-12
493;Nancy;Caen;H;2.1;3.2;3.6;F1;2011-03-12
494;Nice;Auxerre;H;2.5;3.0;3.0;F1;2011-03-12
495;Sochaux;Lyon;A;3.6;3.25;2.1;F1;2011-03-12
496;St Etienne;Brest;H;1.91;3.3;4.2;F1;2011-03-12
497;Bordeaux;Monaco;A;1.83;3.25;4.75;F1;2011-03-13
498;Lille;Valenciennes;H;1.44;4.0;8.0;F1;2011-03-13
499;Paris SG;Montpellier;D;1.7;3.4;5.5;F1;2011-03-13
500;Auxerre;Sochaux;H;2.05;3.2;3.75;F1;2011-03-19
501;Brest;Lille;A;4.33;3.2;1.91;F1;2011-03-19
502;Lorient;St Etienne;D;2.05;3.2;3.8;F1;2011-03-19
503;Lyon;Rennes;D;1.8;3.3;4.75;F1;2011-03-19
504;Montpellier;Lens;A;1.8;3.4;4.6;F1;2011-03-19
505;Toulouse;Nice;D;1.8;3.25;5.25;F1;2011-03-19
506;Valenciennes;Bordeaux;D;2.5;3.0;3.0;F1;2011-03-19
507;Caen;Arles;H;1.6;3.5;6.5;F1;2011-03-20
508;Marseille;Paris SG;H;2.0;3.2;4.0;F1;2011-03-20
509;Monaco;Nancy;A;2.0;3.1;4.1;F1;2011-03-20
510;Arles;Monaco;A;4.33;3.25;1.91;F1;2011-04-02
511;Lille;Caen;H;1.3;4.75;12.0;F1;2011-04-02
512;Nancy;Bordeaux;D;2.7;2.9;2.88;F1;2011-04-02
513;Paris SG;Lorient;D;1.73;3.4;5.25;F1;2011-04-02
514;Rennes;Auxerre;D;1.7;3.4;5.5;F1;2011-04-02
515;Sochaux;Brest;H;1.95;3.2;4.2;F1;2011-04-02
516;Toulouse;Montpellier;A;2.2;3.0;3.6;F1;2011-04-02
517;Lens;Marseille;A;3.8;3.2;2.05;F1;2011-04-03
518;Nice;Lyon;D;4.75;3.2;1.85;F1;2011-04-03
519;St Etienne;Valenciennes;D;2.0;3.2;4.0;F1;2011-04-03
520;Auxerre;St Etienne;D;2.1;3.1;3.75;F1;2011-04-09
521;Bordeaux;Arles;D;1.29;5.0;12.0;F1;2011-04-09
522;Brest;Rennes;H;3.25;3.0;2.38;F1;2011-04-09
523;Caen;Paris SG;A;3.5;3.1;2.2;F1;2011-04-09
524;Lorient;Sochaux;D;1.85;3.3;4.5;F1;2011-04-09
525;Monaco;Lille;H;3.75;3.2;2.05;F1;2011-04-09
526;Valenciennes;Nancy;D;1.91;3.25;4.2;F1;2011-04-09
527;Lyon;Lens;H;1.33;4.5;11.0;F1;2011-04-10
528;Marseille;Toulouse;D;1.44;4.0;8.0;F1;2011-04-10
529;Montpellier;Nice;D;1.73;3.3;5.5;F1;2011-04-10
530;Lens;Brest;D;2.0;3.1;4.1;F1;2011-04-16
531;Lille;Bordeaux;D;1.62;3.6;5.75;F1;2011-04-16
532;Nice;Monaco;H;2.5;3.0;3.0;F1;2011-04-16
533;Rennes;Lorient;A;1.91;3.1;4.5;F1;2011-04-16
534;Sochaux;Caen;H;1.95;3.2;4.1;F1;2011-04-16
535;St Etienne;Nancy;H;1.95;3.2;4.1;F1;2011-04-16
536;Toulouse;Auxerre;A;2.1;3.0;3.9;F1;2011-04-16
537;Arles;Valenciennes;A;4.0;3.25;1.95;F1;2011-04-17
538;Montpellier;Marseille;A;3.5;3.0;2.25;F1;2011-04-17
539;Paris SG;Lyon;H;2.55;3.0;2.9;F1;2011-04-17
540;Auxerre;Lens;D;2.0;3.1;4.2;F1;2011-04-24
541;Bordeaux;St Etienne;H;1.91;3.4;4.0;F1;2011-04-24
542;Brest;Paris SG;D;3.25;3.1;2.3;F1;2011-04-24
543;Caen;Toulouse;D;2.5;3.0;3.0;F1;2011-04-24
544;Lorient;Lille;D;3.25;3.1;2.3;F1;2011-04-24
545;Monaco;Rennes;H;2.2;3.0;3.6;F1;2011-04-24
546;Nancy;Arles;D;1.5;3.75;7.5;F1;2011-04-24
547;Valenciennes;Sochaux;D;2.05;3.1;4.0;F1;2011-04-24
548;Lyon;Montpellier;H;1.4;4.33;8.5;F1;2011-04-27
549;Marseille;Nice;H;1.4;4.33;8.5;F1;2011-04-27
550;Lens;Lorient;A;2.4;3.0;3.2;F1;2011-04-30
551;Lille;Arles;H;1.14;7.5;17.0;F1;2011-04-30
552;Paris SG;Valenciennes;H;1.5;3.8;7.5;F1;2011-04-30
553;Rennes;Bordeaux;D;2.25;3.1;3.4;F1;2011-04-30
554;Sochaux;Nancy;H;2.0;3.3;3.8;F1;2011-04-30
555;Marseille;Auxerre;D;1.4;4.33;8.5;F1;2011-05-01
556;Montpellier;Brest;D;1.95;3.2;4.2;F1;2011-05-01
557;Nice;Caen;A;2.05;3.2;3.8;F1;2011-05-01
558;St Etienne;Monaco;D;2.1;3.1;3.75;F1;2011-05-01
559;Toulouse;Lyon;H;4.1;3.1;2.0;F1;2011-05-01
560;Arles;St Etienne;A;4.2;3.25;1.91;F1;2011-05-07
561;Auxerre;Montpellier;H;2.2;3.0;3.6;F1;2011-05-07
562;Bordeaux;Sochaux;A;1.75;3.4;5.0;F1;2011-05-07
563;Brest;Nice;D;2.0;3.0;4.33;F1;2011-05-07
564;Caen;Lens;D;2.1;3.1;3.8;F1;2011-05-07
565;Lorient;Toulouse;D;2.0;3.2;4.0;F1;2011-05-07
566;Monaco;Paris SG;D;3.25;3.0;2.38;F1;2011-05-07
567;Nancy;Lille;A;4.0;3.2;2.0;F1;2011-05-07
568;Lyon;Marseille;H;2.25;3.2;3.25;F1;2011-05-08
569;Valenciennes;Rennes;H;2.4;3.0;3.2;F1;2011-05-08
570;Paris SG;Nancy;D;1.44;4.2;7.5;F1;2011-05-10
571;St Etienne;Lille;A;3.6;3.2;2.1;F1;2011-05-10
572;Auxerre;Lyon;H;3.4;3.2;2.2;F1;2011-05-11
573;Lens;Bordeaux;H;2.6;3.2;2.7;F1;2011-05-11
574;Marseille;Brest;H;1.36;4.5;9.0;F1;2011-05-11
575;Montpellier;Lorient;H;2.4;3.0;3.2;F1;2011-05-11
576;Nice;Arles;H;1.4;4.33;8.5;F1;2011-05-11
577;Rennes;Caen;D;1.85;3.4;4.33;F1;2011-05-11
578;Sochaux;Monaco;H;2.1;3.2;3.6;F1;2011-05-11
579;Toulouse;Valenciennes;D;2.05;3.25;3.75;F1;2011-05-11
580;Arles;Toulouse;H;4.5;3.4;1.83;F1;2011-05-15
581;Caen;Montpellier;H;2.0;3.3;3.75;F1;2011-05-15
582;Lorient;Marseille;D;3.6;3.3;2.05;F1;2011-05-15
583;Monaco;Lens;D;1.83;3.4;4.5;F1;2011-05-15
584;Nancy;Nice;H;1.95;3.3;4.0;F1;2011-05-15
585;St Etienne;Rennes;A;2.25;3.0;3.5;F1;2011-05-15
586;Valenciennes;Auxerre;D;2.1;3.0;3.9;F1;2011-05-15
587;Brest;Lyon;D;3.8;3.3;2.0;F1;2011-05-16
588;Bordeaux;Paris SG;H;2.75;3.2;2.6;F1;2011-05-18
589;Lille;Sochaux;H;1.36;4.5;9.0;F1;2011-05-18
590;Auxerre;Brest;A;2.3;3.0;3.4;F1;2011-05-21
591;Lens;Arles;A;1.62;3.5;5.25;F1;2011-05-21
592;Lyon;Caen;D;1.4;4.5;7.5;F1;2011-05-21
593;Marseille;Valenciennes;D;1.44;4.33;7.0;F1;2011-05-21
594;Montpellier;Monaco;A;3.1;3.25;2.3;F1;2011-05-21
595;Nice;Lorient;H;1.75;3.4;5.0;F1;2011-05-21
596;Paris SG;Lille;D;2.2;3.25;3.25;F1;2011-05-21
597;Rennes;Nancy;A;1.91;3.3;4.2;F1;2011-05-21
598;Sochaux;St Etienne;H;1.95;3.3;4.0;F1;2011-05-21
599;Toulouse;Bordeaux;H;2.25;3.2;3.25;F1;2011-05-21
600;Arles;Sochaux;A;4.75;3.5;1.75;F1;2011-05-29
601;Bordeaux;Montpellier;H;1.91;3.3;4.1;F1;2011-05-29
602;Brest;Toulouse;A;2.0;3.1;4.1;F1;2011-05-29
603;Caen;Marseille;D;2.1;3.25;3.5;F1;2011-05-29
604;Lille;Rennes;H;1.8;3.4;4.6;F1;2011-05-29
605;Lorient;Auxerre;A;2.4;3.0;3.2;F1;2011-05-29
606;Monaco;Lyon;A;3.0;3.2;2.4;F1;2011-05-29
607;Nancy;Lens;H;1.4;4.2;9.0;F1;2011-05-29
608;St Etienne;Paris SG;D;4.75;3.5;1.75;F1;2011-05-29
609;Valenciennes;Nice;H;1.91;3.1;4.5;F1;2011-05-29
610;Celtic;Ross County;H;1.17;7.0;15.0;SC0;2015-08-01
611;Hamilton;Partick;D;2.63;3.5;2.5;SC0;2015-08-01
612;Inverness C;Motherwell;A;1.67;3.8;5.0;SC0;2015-08-01
613;Kilmarnock;Dundee;A;2.5;3.4;2.7;SC0;2015-08-01
614;Dundee United;Aberdeen;A;3.6;3.4;2.05;SC0;2015-08-02
615;Hearts;St Johnstone;H;2.1;3.5;3.3;SC0;2015-08-02
616;Dundee;Hearts;A;2.8;3.25;2.5;SC0;2015-08-08
617;Motherwell;Dundee United;A;2.55;3.25;2.75;SC0;2015-08-08
618;Ross County;Hamilton;H;2.05;3.4;3.5;SC0;2015-08-08
619;St Johnstone;Inverness C;D;2.4;3.1;3.1;SC0;2015-08-08
620;Aberdeen;Kilmarnock;H;1.33;4.75;10.0;SC0;2015-08-09
621;Partick;Celtic;A;9.0;5.0;1.33;SC0;2015-08-09
622;Dundee United;Dundee;D;2.25;3.25;3.25;SC0;2015-08-11
623;St Johnstone;Ross County;D;1.91;3.5;4.0;SC0;2015-08-11
624;Hearts;Motherwell;H;1.73;3.5;5.0;SC0;2015-08-12
625;Inverness C;Partick;D;2.0;3.4;3.75;SC0;2015-08-12
626;Kilmarnock;Celtic;D;11.0;5.75;1.25;SC0;2015-08-12
627;Celtic;Inverness C;H;1.18;6.5;15.0;SC0;2015-08-15
628;Dundee;St Johnstone;H;2.25;3.4;3.1;SC0;2015-08-15
629;Hamilton;Dundee United;H;2.55;3.4;2.63;SC0;2015-08-15
630;Motherwell;Aberdeen;A;5.25;3.6;1.67;SC0;2015-08-15
631;Partick;Kilmarnock;D;1.7;4.0;4.5;SC0;2015-08-15
632;Ross County;Hearts;A;2.5;3.4;2.7;SC0;2015-08-15
633;Aberdeen;Dundee;H;1.5;4.0;7.0;SC0;2015-08-22
634;Dundee United;Celtic;A;9.5;5.5;1.29;SC0;2015-08-22
635;Hearts;Partick;H;1.91;3.4;4.0;SC0;2015-08-22
636;Inverness C;Hamilton;A;2.2;3.4;3.2;SC0;2015-08-22
637;Kilmarnock;Ross County;A;2.8;3.6;2.3;SC0;2015-08-22
638;St Johnstone;Motherwell;H;2.05;3.6;3.3;SC0;2015-08-22
639;Celtic;St Johnstone;H;1.17;7.0;15.0;SC0;2015-08-29
640;Dundee;Inverness C;D;2.1;3.3;3.5;SC0;2015-08-29
641;Hamilton;Hearts;H;3.2;3.4;2.2;SC0;2015-08-29
642;Motherwell;Kilmarnock;H;1.83;3.75;4.0;SC0;2015-08-29
643;Partick;Aberdeen;A;5.0;3.8;1.67;SC0;2015-08-29
644;Ross County;Dundee United;H;2.1;3.5;3.3;SC0;2015-08-29
645;Inverness C;Hearts;H;3.0;3.2;2.4;SC0;2015-09-11
646;Aberdeen;Celtic;H;4.2;3.5;1.85;SC0;2015-09-12
647;Dundee United;Kilmarnock;A;1.73;3.75;4.5;SC0;2015-09-12
648;Motherwell;Ross County;D;2.75;3.2;2.63;SC0;2015-09-12
649;Partick;Dundee;A;2.55;3.3;2.7;SC0;2015-09-12
650;St Johnstone;Hamilton;H;2.15;3.4;3.25;SC0;2015-09-12
651;Aberdeen;Hamilton;H;1.4;4.5;8.0;SC0;2015-09-15
652;Dundee United;Inverness C;D;2.38;3.4;2.88;SC0;2015-09-19
653;Hamilton;Motherwell;H;2.25;3.4;3.1;SC0;2015-09-19
654;Kilmarnock;St Johnstone;H;3.6;3.5;2.0;SC0;2015-09-19
655;Ross County;Partick;H;1.91;3.4;4.0;SC0;2015-09-19
656;Celtic;Dundee;H;1.2;6.5;13.0;SC0;2015-09-20
657;Hearts;Aberdeen;A;3.75;3.4;2.0;SC0;2015-09-20
658;Celtic;Hearts;D;1.22;6.0;13.0;SC0;2015-09-26
659;Dundee;Ross County;D;2.4;3.4;2.88;SC0;2015-09-26
660;Inverness C;Aberdeen;H;4.2;3.6;1.85;SC0;2015-09-26
661;Kilmarnock;Hamilton;A;3.6;3.2;2.1;SC0;2015-09-26
662;Motherwell;Partick;H;2.5;3.3;2.75;SC0;2015-09-26
663;St Johnstone;Dundee United;H;2.15;3.4;3.3;SC0;2015-09-26
664;Aberdeen;St Johnstone;A;1.57;4.0;5.5;SC0;2015-10-03
665;Dundee;Motherwell;H;2.2;3.4;3.2;SC0;2015-10-03
666;Hearts;Kilmarnock;D;1.44;4.5;6.5;SC0;2015-10-03
667;Partick;Dundee United;H;2.38;3.4;2.88;SC0;2015-10-03
668;Ross County;Inverness C;A;2.15;3.4;3.3;SC0;2015-10-03
669;Hamilton;Celtic;A;10.0;5.25;1.29;SC0;2015-10-04
670;Ross County;Aberdeen;H;3.8;3.5;1.95;SC0;2015-10-16
671;Hamilton;Dundee;D;2.15;3.5;3.25;SC0;2015-10-17
672;Kilmarnock;Inverness C;H;4.0;3.6;1.85;SC0;2015-10-17
673;Motherwell;Celtic;A;9.5;5.5;1.29;SC0;2015-10-17
674;St Johnstone;Partick;A;2.0;3.3;3.75;SC0;2015-10-17
675;Dundee United;Hearts;A;2.75;3.4;2.45;SC0;2015-10-18
676;Aberdeen;Motherwell;D;1.4;4.5;8.0;SC0;2015-10-24
677;Dundee;Kilmarnock;A;1.83;3.6;4.2;SC0;2015-10-24
678;Hearts;Ross County;H;2.15;3.4;3.25;SC0;2015-10-24
679;Inverness C;St Johnstone;A;2.38;3.2;3.0;SC0;2015-10-24
680;Partick;Hamilton;D;2.3;3.5;2.88;SC0;2015-10-24
681;Celtic;Dundee United;H;1.17;7.5;13.0;SC0;2015-10-25
682;Celtic;Aberdeen;H;1.4;5.0;6.5;SC0;2015-10-31
683;Dundee United;Ross County;H;2.8;3.4;2.4;SC0;2015-10-31
684;Hamilton;St Johnstone;A;2.5;3.2;2.88;SC0;2015-10-31
685;Inverness C;Dundee;D;2.05;3.25;3.75;SC0;2015-10-31
686;Kilmarnock;Motherwell;A;2.7;3.4;2.5;SC0;2015-10-31
687;Partick;Hearts;A;2.5;3.5;2.63;SC0;2015-10-31
688;Aberdeen;Dundee United;H;1.45;4.5;6.5;SC0;2015-11-07
689;Dundee;Partick;D;2.38;3.3;2.9;SC0;2015-11-07
690;Hearts;Hamilton;H;2.0;3.5;3.6;SC0;2015-11-07
691;Motherwell;Inverness C;A;2.6;3.4;2.6;SC0;2015-11-07
692;St Johnstone;Kilmarnock;H;1.65;3.75;5.25;SC0;2015-11-07
693;Ross County;Celtic;A;9.0;5.0;1.33;SC0;2015-11-08
694;Celtic;Kilmarnock;D;1.13;8.0;19.0;SC0;2015-11-21
695;Dundee United;St Johnstone;A;3.2;3.4;2.2;SC0;2015-11-21
696;Hearts;Dundee;D;1.8;3.6;4.33;SC0;2015-11-21
697;Partick;Inverness C;H;2.25;3.4;3.1;SC0;2015-11-21
698;Ross County;Motherwell;H;1.83;3.75;4.0;SC0;2015-11-21
699;Hamilton;Aberdeen;D;3.75;3.4;2.0;SC0;2015-11-22
700;St Johnstone;Dundee;D;1.8;3.5;4.0;SC0;2015-11-27
701;Aberdeen;Ross County;H;1.8;3.5;4.5;SC0;2015-11-28
702;Dundee United;Hamilton;A;2.8;3.4;2.4;SC0;2015-11-28
703;Kilmarnock;Partick;A;2.8;3.4;2.4;SC0;2015-11-28
704;Motherwell;Hearts;D;3.2;3.5;2.15;SC0;2015-11-28
705;Inverness C;Celtic;A;11.0;5.75;1.25;SC0;2015-11-29
706;Dundee;Aberdeen;A;3.8;3.3;2.0;SC0;2015-12-05
707;Kilmarnock;Dundee United;D;2.5;3.4;2.7;SC0;2015-12-05
708;Ross County;St Johnstone;A;2.2;3.3;3.25;SC0;2015-12-05
709;Aberdeen;Hearts;H;1.91;3.6;3.75;SC0;2015-12-12
710;Dundee United;Partick;A;2.4;3.6;2.7;SC0;2015-12-12
711;Hamilton;Ross County;A;2.38;3.4;2.88;SC0;2015-12-12
712;Inverness C;Kilmarnock;H;1.8;3.75;4.2;SC0;2015-12-12
713;Motherwell;Dundee;H;2.4;3.5;2.75;SC0;2015-12-12
714;St Johnstone;Celtic;A;9.5;4.75;1.33;SC0;2015-12-13
715;Celtic;Motherwell;A;1.13;8.0;19.0;SC0;2015-12-19
716;Dundee;Hamilton;H;2.4;3.5;2.75;SC0;2015-12-19
717;Inverness C;Dundee United;D;2.2;3.3;3.3;SC0;2015-12-19
718;Kilmarnock;Aberdeen;A;5.5;4.0;1.57;SC0;2015-12-19
719;Partick;Ross County;H;2.7;3.25;2.6;SC0;2015-12-19
720;St Johnstone;Hearts;D;2.4;3.5;2.75;SC0;2015-12-19
721;Aberdeen;Inverness C;D;1.55;3.75;6.5;SC0;2015-12-26
722;Hamilton;Kilmarnock;A;1.8;3.75;4.2;SC0;2015-12-26
723;Ross County;Dundee;H;2.0;3.5;3.6;SC0;2015-12-26
724;Hearts;Celtic;D;5.75;4.2;1.53;SC0;2015-12-27
725;Ross County;Kilmarnock;H;1.57;4.0;5.5;SC0;2015-12-29
726;Aberdeen;Partick;D;1.53;4.0;6.0;SC0;2015-12-30
727;Hamilton;Inverness C;A;2.15;3.4;3.3;SC0;2015-12-30
728;Hearts;Dundee United;H;1.75;4.0;4.2;SC0;2015-12-30
729;Motherwell;St Johnstone;H;2.9;3.4;2.38;SC0;2015-12-30
730;Celtic;Partick;H;1.22;6.5;11.0;SC0;2016-01-02
731;Dundee;Dundee United;H;2.2;3.4;3.2;SC0;2016-01-02
732;Inverness C;Ross County;H;2.63;3.6;2.45;SC0;2016-01-02
733;Kilmarnock;Hearts;D;4.5;3.8;1.73;SC0;2016-01-02
734;Motherwell;Hamilton;D;2.25;3.5;3.0;SC0;2016-01-02
735;Dundee United;Celtic;A;9.5;5.25;1.3;SC0;2016-01-15
736;Hearts;Motherwell;H;1.73;3.6;4.75;SC0;2016-01-16
737;Kilmarnock;Inverness C;H;3.4;3.25;2.15;SC0;2016-01-16
738;Partick;Dundee;A;2.05;3.3;3.6;SC0;2016-01-16
739;St Johnstone;Hamilton;D;1.91;3.6;3.8;SC0;2016-01-16
740;Ross County;Aberdeen;A;3.5;3.3;2.1;SC0;2016-01-17
741;Celtic;Hamilton;H;1.17;7.5;13.0;SC0;2016-01-19
