,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,11/01/2020,English League 1 - GB,Ipswich x Accrington Stanley,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,2.22,2.3,3.45,3.65,3.6,3.75,,,,,,,,,,,,,,,,,,,,,,
1,11/01/2020,English League 1 - GB,Burton Albion x Fleetwood Town,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,2.48,2.52,3.1,3.3,3.45,3.6,,,,,,,,,,,,,,,,,,,,,,
2,11/01/2020,English League 1 - GB,Bristol Rovers x Doncaster,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.34,,2.04,,1.04,3.9,,,,,1.29,6.0,1.8,,,,,,1.29,10.5,1.11,,1.11,,1.11,,1.11,
3,11/01/2020,English League 2 - GB,Carlisle x Plymouth,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.02,3.7,1.37,,1.91,,,1.35,3.85,,,5.8,1.83,,,6.0,1.21,,7.6,11.0,1.1,1.15,1.04,,1.04,,1.04,
4,11/01/2020,English League 2 - GB,Exeter x Cambridge Utd,0,0x0,0,0,0,0,0,1,0,0,52,48,0,0,8,10,1.67,1.68,6.0,7.4,4.0,4.3,1.34,1.4,3.5,3.95,2.14,2.2,1.83,1.87,3.85,5.0,1.25,1.35,8.2,13.5,1.08,1.14,1.24,13.0,1.37,,1.37,
5,11/01/2020,Scottish League Two - GB,Stenhousemuir x Brechin,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.02,1.87,2.14,,2.14,,,1.25,5.0,,1.64,1.7,2.42,2.56,1.64,6.0,1.2,2.56,1.64,7.0,1.17,2.56,,,,,1.02,
6,11/01/2020,Spanish Segunda Division B - Group 2 - ES,Real Unión x CD Calahorra,0,0x0,0,0,0,0,0,0,0,0,0,1,1,1,7,20,2.02,2.26,4.3,5.2,2.98,3.45,1.31,2.94,1.52,4.3,1.31,3.0,1.5,4.3,4.4,6.6,1.18,1.3,1.31,26.0,1.04,4.3,1.17,,1.17,,1.17,
7,11/01/2020,Italian Serie C - IT,Cavese x Reggina,45,1x0,3,1,1,2,2,0,20,52,41,59,8,15,28,22,2.36,2.38,3.95,4.0,3.0,3.1,1.26,1.29,4.5,4.8,2.28,2.38,1.73,1.78,5.7,6.0,1.2,1.21,16.5,21.0,1.05,1.07,150.0,230.0,38.0,55.0,13.0,
8,11/01/2020,English Northern Premier League - GB,Basford Utd x Bamber Bridge,0,0x0,0,0,0,0,0,0,0,0,0,1,1,1,7,20,1.81,1.9,3.9,4.7,4.0,4.9,1.14,1.25,5.0,,1.01,110.0,1.02,,1.01,55.0,1.02,,1.01,7.0,1.21,,,,,,1.03,
9,11/01/2020,English Northern Premier League - GB,Buxton x Morpeth Town,0,0x0,0,0,0,0,0,0,0,0,100,0,1,1,20,1,2.6,8.0,1.53,2.98,3.6,4.5,1.17,110.0,1.02,,1.01,55.0,1.02,,1.01,55.0,1.02,,1.01,8.2,1.16,,,,,,1.03,
10,11/01/2020,Indian Super League - IN,Odisha FC x Mumbai City FC,45,0x0,2,2,4,3,9,0,51,32,64,36,11,12,23,37,2.76,2.8,4.4,4.6,2.36,2.38,2.56,2.58,1.63,1.64,6.6,6.8,1.17,1.18,22.0,25.0,1.04,1.05,100.0,,,1.01,100.0,160.0,21.0,580.0,1000.0,
11,11/01/2020,Spanish Copa del Rey - ES,CD Ebro x Ponferradina,0,0x0,0,0,0,0,0,0,0,1,14,86,1,2,4,17,3.2,3.5,2.48,2.68,3.05,3.45,1.48,1.53,2.74,3.1,2.56,2.72,1.58,1.65,5.0,5.9,1.2,1.25,11.5,18.0,1.06,1.1,7.4,,5.5,,5.7,
12,11/01/2020,Spanish Copa del Rey - ES,Portugalete x Real Betis,0,0x0,0,0,0,0,0,0,0,0,8,92,1,1,4,18,15.0,23.0,1.18,1.2,8.0,10.0,1.13,1.15,7.6,8.6,1.45,1.54,2.86,3.25,2.12,2.26,1.79,1.89,3.85,4.1,1.32,1.36,6.6,,3.05,3.35,6.6,
13,11/01/2020,Friendly Matches - ,Rot-Weiss Essen x FC Groningen,45,2x2,2,4,4,3,2,1,31,21,60,40,4,7,12,8,3.05,3.1,3.1,3.3,2.68,2.78,,,,,,,,,,,,,1.26,1.27,4.8,4.9,6.0,7.0,6.0,7.0,40.0,55.0
14,11/01/2020,Italian Serie A - IT,Cagliari x AC Milan,45,0x0,2,2,3,8,1,5,25,32,0,0,9,5,40,30,4.2,4.3,2.4,2.42,2.88,2.9,2.0,2.02,1.99,2.0,4.2,4.4,1.3,1.31,11.5,12.5,1.08,1.1,46.0,55.0,1.02,1.03,200.0,240.0,60.0,80.0,1000.0,
15,11/01/2020,Italian Serie C - IT,Cavese x Reggina,45,1x0,3,1,1,2,2,0,20,52,41,59,8,15,28,22,2.36,2.38,3.95,4.0,3.0,3.1,1.26,1.29,4.5,4.8,2.28,2.38,1.73,1.78,5.7,6.0,1.2,1.21,16.5,21.0,1.05,1.07,150.0,230.0,38.0,55.0,13.0,
16,11/01/2020,Portuguese Segunda Liga - PT,Benfica B x Casa Pia,0,0x0,0,0,0,0,0,0,1,0,83,17,2,1,16,3,1.69,1.71,5.3,5.7,4.3,4.5,1.25,1.32,4.1,4.9,1.81,1.88,2.14,2.24,3.05,3.4,1.42,1.49,5.6,8.0,1.14,1.22,2.32,9.8,3.0,,3.05,
17,11/01/2020,Italian Serie C - IT,Pro Patria x Albinoleffe,HT,1x1,3,1,2,3,0,2,46,23,49,51,13,7,40,10,3.3,3.35,4.3,4.5,2.1,2.16,,,,,1.57,1.59,2.72,2.76,3.6,3.65,1.37,1.38,12.5,13.5,1.08,1.09,55.0,65.0,90.0,95.0,14.5,
