,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,0,0x0,0,0,0,0,0,0,0,0,57,43,1,1,17,9,17.5,65.0,1.16,1.17,9,12.5,1.07,1.1,9.2,21.0,1.29,1.41,3.4,4.5,1.9,1.92,2.08,2.12,3.25,4.9,1.26,1.44,2.84,,2.32,3.4,2.84,
1,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,10,0x1,0,1,0,1,0,4,1,1,16,84,1,1,3,3,110.0,190.0,1.03,1.04,34,44.0,1.03,1.05,29.0,32.0,1.14,1.15,7.4,8.2,1.42,1.43,3.3,3.45,2.08,2.18,1.85,1.93,6.6,,1.66,1.84,13.0,
2,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,20,1x2,1,2,0,3,1,4,5,19,24,76,4,7,15,45,70.0,550.0,,1.01,70,260.0,,,,,1.03,1.04,22.0,27.0,1.17,1.18,6.2,6.8,1.52,1.54,2.84,2.92,23.0,,1.31,1.37,38.0,
3,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,30,1x2,2,3,0,3,1,4,8,24,26,74,4,6,15,25,70.0,95.0,1.05,1.06,23,25.0,,,,,,,,,1.05,1.06,17.0,19.0,1.24,1.25,5.0,5.1,40.0,,1.45,1.5,36.0,
4,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,40,1x4,2,6,0,3,1,5,9,33,24,76,1,9,5,4,140.0,,,1.01,100,,,,,,,,,,,,,,,,,,110.0,,,1.01,100.0,
5,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,45,1x5,2,7,0,3,1,5,9,36,28,72,1,8,6,44,1000.0,,,1.01,150,,,,,,,,,,,,,,,,,,1000.0,,,1.01,100.0,
6,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,HT,1x5,2,7,0,3,1,5,9,37,28,72,1,9,6,44,1000.0,,,1.01,150,,,,,,,,,,,,,,,,,,1000.0,,,1.01,100.0,
7,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,50,1x5,2,7,0,4,1,5,10,43,27,73,1,6,6,25,1000.0,,,1.01,290,,,,,,,,,,,,,,,,,,1000.0,,,1.01,100.0,
8,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,60,1x6,2,8,0,5,1,9,12,56,27,73,2,13,5,3,1000.0,,,1.01,1000,,,,,,,,,,,,,,,,,,1000.0,,,1.01,1000.0,
9,07/01/2020,Brazilian Sao Paulo Youth Cup - BR,Palmeira U20 x Sao Paulo U20,70,1x7,2,10,0,6,1,1,17,65,27,73,5,9,5,4,1000.0,,,1.01,1000,,,,,,,,,,,,,,,,,,1000.0,,,1.01,1000.0,
