,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,11/01/2020,Brazilian Sao Paulo Youth Cup - BR,EC Sao Bernardo U20 x Sao Paulo U20,70,1x1,1,8,2,4,1,5,28,58,33,67,8,9,17,43,11,12,1.96,1.98,2.48,2.52,,,,,1.5,1.51,2.98,3,3.5,3.6,1.38,1.4,12.5,13.5,1.08,1.09,230,,18.5,22,25,
1,11/01/2020,Honduras Liga Nacional - HN,Honduras Progreso x CD Vida,45,1x1,1,1,1,3,1,1,15,41,42,58,11,4,8,22,3,3.25,2.88,3.15,2.9,2.98,,,,,1.23,1.25,5,5.3,2,2.12,1.89,2,4.3,4.9,1.26,1.31,21,29,17.5,24,85,
2,11/01/2020,Honduras Liga Nacional - HN,Honduras Progreso x CD Vida,45,1x1,1,1,1,3,1,1,15,41,43,57,11,4,8,21,3.05,3.25,3.05,3.15,2.8,2.92,,,,,1.25,1.27,4.7,5,2.18,2.24,1.81,1.85,4.7,5.2,1.24,1.27,21,29,17.5,24,85,
3,11/01/2020,New Zealand Premiership - NZ,Wellington Phoenix Reserves x Southern United,60,1x0,2,2,2,4,2,2,23,30,47,53,2,3,19,11,2.16,2.28,3.8,4.2,3.3,3.55,1.25,1.27,4.8,5,2.06,2.1,1.9,1.95,4.8,5,1.25,1.27,15,15.5,1.07,1.08,90,110,28,40,15.5,
4,11/01/2020,Brazilian Sao Paulo Youth Cup - BR,EC Sao Bernardo U20 x Sao Paulo U20,80,1x1,1,8,3,4,2,8,32,69,33,67,4,11,17,13,13,15.5,2.46,2.62,1.82,1.83,,,,,2,2.04,1.98,2,8.6,9.4,1.12,1.13,46,110,1.01,1.02,14.5,,50,95,14.5,
5,11/01/2020,New Zealand Premiership - NZ,Wellington Phoenix Reserves x Southern United,70,1x0,2,3,2,5,2,3,26,39,45,55,3,9,9,31,1.94,2.16,4.8,5.6,3.05,3.25,1.41,1.43,3.35,3.45,3.1,3.35,1.43,1.47,9,10.5,1.11,1.13,34,55,1.02,1.03,210,,85,150,550,
6,11/01/2020,Brazilian Sao Paulo Youth Cup - BR,EC Sao Bernardo U20 x Sao Paulo U20,90,1x1,1,8,4,5,4,10,40,78,35,65,8,10,17,23,23,46,6.4,8,1.17,1.23,,,,,4.4,4.9,1.26,1.27,26,110,1.01,1.04,100,,,1.01,7.4,,46,,7.4,
7,11/01/2020,Honduras Liga Nacional - HN,Honduras Progreso x CD Vida,50,1x1,3,1,1,3,2,1,23,43,44,56,4,2,29,11,3.2,3.6,2.98,3.15,2.62,2.7,,,,,1.31,1.33,4,4.3,2.32,2.5,1.66,1.75,6,6.4,1.18,1.2,29,38,24,34,150,
8,11/01/2020,New Zealand Premiership - NZ,Wellington Phoenix Reserves x Southern United,80,1x0,2,3,2,5,2,3,29,44,45,55,4,6,9,11,1.52,1.54,12.5,15.5,3.45,3.7,1.98,2.1,1.92,2.02,7.6,8.4,1.13,1.15,34,55,1.02,1.03,160,,,1.01,400,,390,,740,
9,11/01/2020,Brazilian Sao Paulo Youth Cup - BR,EC Sao Bernardo U20 x Sao Paulo U20,FT,1x1,1,8,5,5,4,10,41,79,36,64,9,11,27,23,1.03,,1.03,,1.02,8.4,,,,,1.26,1000,,,1.26,,,,1.26,,,1.02,1.03,,1.03,,1.03,
10,11/01/2020,Honduras Liga Nacional - HN,Honduras Progreso x CD Vida,60,1x1,4,3,2,3,3,1,34,51,48,52,11,8,29,30,3.3,3.45,3.65,3.7,2.3,2.38,,,,,1.46,1.5,3,3.2,3.05,3.2,1.45,1.49,10.5,12.5,1.09,1.11,48,75,50,70,250,
