,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.3,1.33,8.6,9.8,7,7.8,1.07,1.09,12.5,15.5,1.22,1.28,4.7,5.8,1.53,1.55,2.82,2.88,2.1,2.52,1.66,1.9,2.06,,2,85,2.06,
1,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,10,0x0,0,1,2,0,0,0,7,6,43,57,8,7,28,21,1.43,1.46,6.6,7.4,6,7.2,1.09,1.11,10,11.5,1.3,1.34,4,4.3,1.7,1.72,2.38,2.44,2.58,2.62,1.62,1.64,2.52,,14.5,,1.04,
2,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,20,0x0,0,2,2,1,0,0,15,13,42,58,9,8,8,32,1.46,1.48,7.4,7.8,5.4,5.6,1.12,1.14,8.6,9.4,1.38,1.4,3.5,3.65,1.89,1.93,2.08,2.14,2.96,3.1,1.47,1.51,2.4,,2.3,,23,
3,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,30,0x0,0,2,3,2,1,0,20,21,45,55,5,8,19,21,1.57,1.61,5.8,6.6,4.8,5.2,1.18,1.2,6,6.6,1.54,1.55,2.8,2.82,2.32,2.4,1.72,1.75,4,4.4,1.3,1.33,3.4,,3.2,,40,
4,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,40,0x0,1,2,3,3,1,2,26,28,44,56,6,7,19,21,1.94,2.06,3.8,4.6,3.75,3.95,1.35,1.38,3.6,3.9,2.1,2.2,1.84,1.91,4,4.4,1.29,1.33,8.2,10,1.11,1.14,1.46,,34,,1000,
5,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,45,0x0,1,2,3,4,1,2,27,32,43,57,5,7,9,21,2.26,2.3,3.8,4.1,3.25,3.4,1.51,1.55,2.8,2.98,2.64,2.82,1.55,1.61,5.6,6,1.2,1.22,13.5,16,1.06,1.08,11,,1.34,,1000,
6,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,HT,0x0,1,2,3,5,1,2,27,33,42,58,5,8,9,32,2.24,2.4,3.6,3.95,3.25,3.45,1.54,1.58,2.72,2.84,2.78,2.9,1.53,1.55,6,6.4,1.18,1.2,15,17,1.06,1.07,1.45,,1.41,,1000,
7,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,50,1x0,2,2,3,5,1,2,31,37,44,56,5,4,19,11,1.22,1.25,15,17.5,7,7.8,1.16,1.19,6.4,7.4,1.69,1.76,2.32,2.44,2.98,4.1,1.33,1.51,10,11.5,1.09,1.11,2.8,,2.8,,2.72,
8,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,60,1x0,2,2,3,6,1,2,34,44,43,57,4,8,9,21,1.19,1.22,25,30,7,7.6,1.21,1.22,5.4,5.8,1.92,1.95,2.04,2.1,4.4,4.6,1.28,1.3,12,14,1.07,1.09,6,,150,,1000,
9,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,70,1x0,2,3,4,6,2,3,41,53,44,56,7,10,19,21,1.14,1.18,50,65,7.8,9.8,1.2,1.21,5.8,6,1.81,1.87,2.16,2.26,4.2,4.5,1.29,1.32,13,15.5,1.07,1.09,3.75,,3.75,,1000,
10,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,80,2x0,3,3,4,7,2,3,44,59,42,58,4,7,18,22,,1.01,1000,,100,,,,,,1.45,1.48,3.1,3.25,4.5,5,1.25,1.29,17.5,26,1.04,1.06,3.9,,3.9,,360,
11,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,90,2x0,3,5,4,9,2,3,51,67,41,59,52,68,8,52,,1.01,1000,,200,,,,,,2.66,2.8,1.56,1.6,18,110,1.02,1.05,110,1000,,1.01,15,,15,,5.7,
12,01/01/2020,Hong Kong Premier League - HK,Southern District x Wofoo Tai Po FC,90,2x1,3,6,4,9,2,3,52,72,41,59,53,73,8,62,,,1.41,,2,,,,,,,,,,1.03,,,1.09,1.06,,,,,,,,1.02,
13,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,2.16,2.18,3.55,3.6,3.8,3.85,1.23,1.24,5.2,5.4,1.76,1.78,2.28,2.32,2.8,2.9,1.53,1.56,5.9,6,1.2,1.21,12.5,14.5,24,30,180,820
14,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,10,1x0,1,0,0,0,0,1,1,9,50,50,1,9,21,10,1.48,1.5,7.8,8.2,4.9,5.1,1.06,1.07,15,15.5,1.35,1.37,3.75,3.85,2.06,2.1,1.92,1.95,3.9,4.1,1.33,1.35,6.4,7,12.5,470,50,820
15,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,20,1x1,1,1,2,1,0,3,5,1,53,47,4,6,31,29,1.53,2.42,2.42,11.5,3,5.7,1.04,1.1,4,,1.07,1.12,9.2,36,1.09,1.66,2.52,12.5,2.94,3.05,1.49,1.52,8.8,540,1.41,470,1.41,810
16,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,30,1x1,1,2,5,1,1,3,10,17,58,42,5,2,41,18,2.48,2.5,3.5,3.55,3.2,3.25,,,,,1.15,1.16,7.2,7.6,1.73,1.74,2.36,2.38,3.2,3.3,1.43,1.45,11,12,18.5,21,240,330
17,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,40,1x1,1,4,7,2,1,3,21,24,57,43,12,8,32,39,2.5,2.54,3.75,3.85,2.88,2.96,,,,,1.21,1.22,5.5,5.7,1.97,2,2,2.04,4.2,4.3,1.3,1.31,14.5,16.5,26,36,470,600
18,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,45,1x1,2,4,8,2,1,3,21,24,57,43,11,5,51,39,2.54,2.6,3.85,3.95,2.8,2.86,,,,,1.24,1.25,5,5.1,2.14,2.18,1.86,1.88,4.9,5,1.25,1.26,12.5,540,34,470,540,820
19,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,HT,1x1,2,4,9,4,1,4,21,29,56,44,10,9,61,59,2.54,2.6,3.85,3.95,2.78,2.82,,,,,1.25,1.26,4.8,4.9,2.14,2.18,1.85,1.87,4.9,5,1.25,1.26,6.4,540,36,470,560,820
20,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,50,1x1,2,4,10,4,1,4,21,30,54,46,1,1,21,9,2.62,2.68,3.95,4.1,2.68,2.74,,,,,1.28,1.3,4.4,4.5,2.4,2.42,1.7,1.71,5.8,6,1.2,1.21,20,22,38,55,840,
21,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,60,1x1,2,4,11,5,2,4,24,33,53,47,3,3,21,19,2.9,2.96,4.2,4.4,2.34,2.36,,,,,1.45,1.46,3.2,3.25,3.25,3.3,1.43,1.44,10,10.5,1.1,1.11,34,44,65,95,1000,
22,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,70,1x2,2,5,11,6,2,4,26,37,54,46,3,5,11,29,15.5,16,1.45,1.46,3.95,4,,,,,,,,,1.72,1.73,2.38,2.4,4.8,5,1.25,1.26,75,110,20,23,1000,
23,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,80,1x2,3,5,14,6,6,5,36,42,55,45,36,42,51,9,29,34,1.32,1.33,4.7,4.9,,,,,,,,,2.28,2.4,1.71,1.78,10,11,1.1,1.11,160,440,36,55,1000,
24,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,90,1x2,3,5,14,7,8,5,53,44,57,43,18,2,11,19,200,1000,1.13,1.14,8.2,9.2,,,,,,,,,5,5.2,1.24,1.25,55,110,1.01,1.02,1000,,48,890,1000,
25,01/01/2020,Australian A-League - AU,Western Sydney Wanderers x Brisbane Roar,FT,1x2,3,5,15,7,8,5,56,47,57,43,21,5,21,9,1.5,,1.01,,2,,,,,,,,,,1.03,,,,1.03,,,,,,,,1.02,
44,01/01/2020,English League 1 - GB,Hartlepool x Harrogate Town,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.02,22,1.05,500,3.95,870,,1.3,4.3,,,2,2,,,6,1.2,,,8.8,1.13,,,,,,1.02,
45,01/01/2020,English Southern Premier League - GB,Halifax x Stockport,0,0x0,0,0,0,0,0,0,0,1,42,58,1,2,6,12,1.06,,1.06,,1.04,,1.02,1.64,2.58,,1.44,1.64,2.58,3.3,2.16,2.54,1.65,1.87,3.9,5,1.28,1.35,2.46,,2.46,,2.46,
46,01/01/2020,English National League North - GB,Hereford x Kidderminster,0,0x0,0,0,0,0,0,0,0,1,45,55,1,2,13,11,4,8.2,1.53,1.92,3.4,5.9,1.19,1.33,4,6.4,1.72,1.97,2.02,2.4,2.86,3.55,1.39,1.54,5.4,7.4,1.2,1.23,,,,,1.02,
47,01/01/2020,English Northern Premier League - GB,Dartford x Welling,0,0x0,0,0,0,0,0,0,0,0,40,60,1,1,6,12,2.32,2.82,2.42,2.84,3.7,4.6,1.02,1.73,2.38,110,1.49,1.73,2.38,3.05,2.36,3.1,1.48,1.74,4.3,7.8,1.15,1.31,2.6,,2.6,,30,
