,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,04/01/2020,Brazilian Sao Paulo Youth Cup - BR,Corinthians U20 x Retro FC Brasil U20,80,0x0,4,4,4,1,6,3,43,31,60,40,7,4,32,18,1.07,1.1,38.0,,12.5,,1.03,1.2,1.03,,1.16,1.24,1.06,,,1.7,1.02,4.0,,,1.02,,1.5,1000.0,1.01,,1000.0,
1,04/01/2020,Brazilian Sao Paulo Youth Cup - BR,Corinthians U20 x Retro FC Brasil U20,90,2x0,7,4,4,2,7,3,48,36,59,41,5,5,42,18,1.07,1.1,38.0,,12.5,,1.03,1.2,1.03,,1.16,1.24,1.06,,,1.7,1.02,4.0,,,1.02,,1.5,1000.0,1.01,,1000.0,
2,04/01/2020,Brazilian Sao Paulo Youth Cup - BR,Corinthians U20 x Retro FC Brasil U20,FT,2x0,7,4,4,2,7,3,49,38,58,42,7,8,32,18,1.07,1.1,38.0,,12.5,,1.03,1.2,1.03,,1.16,1.24,1.06,,,1.7,1.02,4.0,,,1.02,,1.5,1000.0,1.01,,1000.0,
3,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,0,0x0,0,0,0,0,0,0,0,0,50,50,1,1,10,10,1.61,1.64,5.8,6.2,4.5,4.7,1.17,1.18,6.4,7.0,1.6,1.61,2.64,2.68,2.42,2.46,1.68,1.7,4.3,4.6,1.28,1.3,6.0,6.4,44.0,50.0,220.0,
4,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,10,0x0,0,1,0,1,0,0,8,3,55,45,9,4,11,29,1.68,1.69,5.6,5.9,4.3,4.4,1.25,1.27,4.8,4.9,1.79,1.81,2.22,2.28,3.0,3.15,1.46,1.49,6.0,6.4,1.18,1.2,8.0,9.0,50.0,85.0,430.0,850.0
5,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,20,1x0,1,1,0,2,0,0,9,4,55,45,2,2,21,19,1.27,1.28,14.5,16.0,6.4,6.6,1.08,1.09,12.0,12.5,1.42,1.43,3.35,3.4,2.18,2.24,1.81,1.84,4.2,4.5,1.29,1.32,4.9,5.4,60.0,130.0,350.0,730.0
6,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,30,2x0,3,1,0,4,0,1,13,12,53,47,4,8,31,29,1.08,1.09,38.0,100.0,16.0,18.5,,,,,1.12,1.13,8.6,9.0,1.53,1.59,2.68,2.9,2.6,2.86,1.54,1.63,2.52,1000.0,5.3,,50.0,
7,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,40,2x0,4,1,1,4,1,1,18,21,55,45,5,9,31,9,1.06,1.07,75.0,130.0,19.5,21.0,,,,,1.17,1.18,6.6,6.8,1.8,1.84,2.18,2.24,3.55,3.65,1.37,1.39,3.15,3.3,310.0,430.0,110.0,
8,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,45,2x0,4,1,1,5,1,2,22,27,54,46,6,13,31,19,1.07,1.08,60.0,80.0,17.5,19.5,,,,,1.2,1.21,5.8,5.9,1.97,1.99,2.0,2.04,4.1,4.3,1.3,1.32,3.7,3.85,210.0,460.0,830.0,
9,04/01/2020,Australian A-League - AU,Wellington Phoenix x Central Coast Mariners,45,2x1,4,2,1,5,1,2,22,28,56,44,6,14,31,29,1.27,1.28,21.0,23.0,5.8,6.2,,,,,,,,,1.25,1.26,4.9,5.0,2.1,2.12,1.89,1.9,3.8,3.95,60.0,95.0,230.0,390.0
