,data,campeonato,times,tempo,placar,chutesnogolgolcasa,chutesnogolvisitante,chutesforagolcasa,chutesforagolvisitante,escanteioscasa,escanteiosvisitante,ataquesperigososcasa,ataquesperigososvisitante,possecasa,possevisitante,pi2casa,pi2visitante,pi1casa,pi1visitante,home_back,home_lay,away_back,away_lay,draw_back,draw_lay,o15_back,o15_lay,u15_back,u15_lay,o25_back,o25_lay,u25_back,u25_lay,o35_back,o35_lay,u35_back,u35_lay,o45_back,o45_lay,u45_back,u45_lay,goleadacasa_back,goleadacasa_lay,goleadafora_back,goleadafora_lay,outroempate_back,outroempate_lay
0,11/01/2020,English Championship - GB,Brentford x QPR,70,3x1,4,1,5,1,6,0,33,41,52,48,6,9,10,20,1.03,1.04,200.0,510.0,40.0,42.0,,,,,,,,,,,,,1.82,1.85,2.18,2.22,2.44,2.54,130.0,,650.0,
1,11/01/2020,Israeli Premier League - IL,Hapoel Haifa x MS Ashdod,45,0x0,2,1,3,2,3,3,21,19,51,49,4,8,20,20,2.96,3.05,3.55,3.75,2.5,2.64,2.3,2.34,1.74,1.77,5.7,6.2,1.19,1.21,18.0,19.5,1.05,1.06,55.0,110.0,1.01,1.02,120.0,,180.0,,13.0,
2,11/01/2020,CAF Champions League - ,Mamelodi Sundowns x USM Alger,45,2x1,5,1,3,2,3,2,24,19,56,44,9,6,31,29,1.14,1.15,46.0,55.0,9.4,10.5,,,,,,,,,1.26,1.27,4.7,4.9,2.12,2.22,1.83,1.9,2.9,3.3,190.0,250.0,80.0,
3,11/01/2020,Friendly Matches - ,Hertha Berlin II x VSG Altglienicke,45,0x0,1,4,1,3,1,5,17,43,53,47,4,11,21,19,4.7,5.0,1.98,2.06,3.25,3.4,1.63,1.66,2.5,2.6,2.98,3.2,1.46,1.51,6.8,7.4,1.16,1.18,19.5,26.0,1.04,1.06,150.0,,24.0,28.0,1000.0,
4,11/01/2020,Maltese Premier League - MT,Santa Lucia FC x Valletta,45,1x0,1,0,1,4,2,3,23,57,39,61,3,26,8,42,2.44,2.6,3.35,3.6,3.05,3.3,1.19,1.2,6.0,6.2,1.99,2.0,2.0,2.02,4.4,4.6,1.27,1.29,12.0,13.0,1.08,1.1,100.0,,29.0,40.0,300.0,
5,11/01/2020,Friendly Matches - ,Jahn Regensburg x WSG Swarovski Tirol,45,0x1,1,3,2,2,3,0,22,20,56,44,6,7,21,29,3.85,4.2,2.18,2.26,3.2,3.55,1.14,1.16,6.8,7.8,1.75,1.76,2.3,2.34,3.3,3.6,1.38,1.43,7.8,8.8,1.12,1.15,24.0,36.0,38.0,55.0,100.0,
6,11/01/2020,Friendly Matches - ,SK Sturm Graz x FC Blau Weiss Linz,45,1x1,3,2,5,1,5,0,38,18,48,52,10,7,10,20,1.58,1.6,8.4,9.4,3.8,4.1,,,,,1.15,1.16,7.4,7.8,1.66,1.67,2.48,2.52,3.05,3.15,1.47,1.49,5.2,5.9,75.0,100.0,44.0,470.0
7,11/01/2020,Friendly Matches - ,1. FC Bocholt x TuS Haltern,45,1x0,5,1,2,4,3,2,22,17,46,54,5,6,29,31,1.6,1.65,7.2,7.6,3.95,4.2,1.17,1.18,6.4,6.6,1.8,1.84,2.2,2.26,3.55,3.75,1.36,1.39,8.8,10.0,1.11,1.13,15.0,,55.0,75.0,7.4,
8,11/01/2020,Israeli Premier League - IL,Hapoel Haifa x MS Ashdod,HT,0x0,2,1,3,2,3,3,21,19,51,49,4,8,20,20,2.96,3.15,3.55,3.75,2.48,2.58,2.3,2.34,1.74,1.76,5.8,6.2,1.19,1.21,17.5,20.0,1.05,1.06,55.0,110.0,1.01,1.02,120.0,,180.0,,13.0,
9,11/01/2020,CAF Champions League - ,Mamelodi Sundowns x USM Alger,HT,2x1,5,1,3,2,3,2,24,19,56,44,9,6,31,29,1.14,1.15,46.0,55.0,9.4,10.5,,,,,,,,,1.26,1.27,4.7,4.9,2.12,2.22,1.83,1.9,2.92,3.3,190.0,250.0,80.0,
10,11/01/2020,Friendly Matches - ,Hertha Berlin II x VSG Altglienicke,HT,0x0,1,4,1,3,1,5,17,43,53,47,4,11,21,19,4.7,5.3,1.96,2.06,3.2,3.4,1.64,1.71,2.42,2.56,3.05,3.3,1.44,1.49,7.0,7.4,1.16,1.17,19.5,26.0,1.04,1.06,160.0,,24.0,,1000.0,
11,11/01/2020,Maltese Premier League - MT,Santa Lucia FC x Valletta,HT,1x0,1,0,1,4,2,3,24,57,39,61,4,26,8,42,2.44,2.58,3.4,3.65,3.05,3.3,1.19,1.2,6.0,6.2,1.99,2.0,2.0,2.02,4.6,4.8,1.27,1.28,12.5,13.5,1.08,1.09,100.0,,29.0,40.0,300.0,
12,11/01/2020,Friendly Matches - ,Jahn Regensburg x WSG Swarovski Tirol,HT,0x1,1,3,2,2,3,0,22,20,56,44,6,7,21,29,3.85,4.1,2.18,2.26,3.2,3.55,1.15,1.16,6.8,7.6,1.75,1.76,2.3,2.34,3.3,3.5,1.4,1.44,7.8,8.8,1.12,1.15,24.0,34.0,38.0,55.0,100.0,
13,11/01/2020,Friendly Matches - ,SK Sturm Graz x FC Blau Weiss Linz,HT,1x1,3,2,5,1,5,0,38,18,48,52,10,7,10,20,1.58,1.6,8.4,9.4,3.8,4.1,,,,,1.15,1.16,7.4,7.8,1.66,1.67,2.48,2.52,3.05,3.15,1.47,1.49,5.2,5.9,75.0,100.0,44.0,470.0
14,11/01/2020,Friendly Matches - ,1. FC Bocholt x TuS Haltern,HT,1x0,5,1,2,4,3,2,22,17,46,54,5,6,29,31,1.61,1.65,7.2,7.6,3.95,4.2,1.16,1.18,6.4,7.4,1.8,1.84,2.2,2.26,3.5,3.75,1.36,1.4,8.4,10.0,1.11,1.14,5.9,,5.9,,170.0,
15,11/01/2020,Friendly Matches - ,Sportfreunde Baumberg x Bonner SC,50,0x3,3,3,4,5,2,0,23,16,52,48,2,2,10,30,50.0,,1.01,1.02,50.0,,,,,,,,,,1.15,1.18,6.6,7.6,1.68,1.81,2.24,2.46,7.8,,1.33,,15.0,
16,11/01/2020,Hong Kong 1st Division League - HK,Hong Kong FC x Hong Kong Sapling,80,1x1,4,4,7,4,11,3,65,61,53,47,5,11,21,9,3.2,3.25,8.0,8.4,1.77,1.78,,,,,2.04,2.12,1.89,1.95,8.4,9.4,1.12,1.13,50.0,110.0,1.01,1.02,27.0,,7.2,,5.7,
17,11/01/2020,Algerian U21 - DZ,NC Magra U21 x Paradou AC U21,30,0x2,0,3,0,1,2,1,9,11,48,52,5,6,9,40,22.0,,1.04,1.05,21.0,,,,,,1.1,1.11,8.6,12.0,1.43,1.55,2.82,3.35,1.83,2.66,1.6,2.2,7.8,,1.36,,9.8,
18,11/01/2020,CAF Champions League - ,TP Mazembe x Primeiro de Agosto,50,0x1,2,2,3,4,2,3,50,31,61,39,6,4,12,8,3.55,3.7,2.56,2.72,2.78,2.94,1.28,1.31,4.2,4.6,2.44,2.56,1.66,1.7,6.2,7.0,1.16,1.19,19.0,36.0,1.04,1.06,27.0,,2.16,,2.18,
19,11/01/2020,CAF Champions League - ,FC Platinum x Al Ahly Cairo,50,1x0,2,1,2,4,1,3,20,40,45,55,0,4,9,21,2.26,2.4,4.3,4.8,2.8,2.94,1.35,1.38,3.65,3.85,2.72,2.88,1.53,1.59,7.2,8.2,1.13,1.17,25.0,32.0,1.03,1.05,100.0,,38.0,80.0,11.0,
20,11/01/2020,English Premier League - GB,Crystal Palace x Arsenal,80,1x1,2,1,3,2,1,4,34,31,0,0,10,1,20,20,4.9,5.0,7.8,8.0,1.48,1.49,,,,,2.9,2.94,1.52,1.53,18.0,20.0,1.05,1.06,130.0,200.0,,1.01,470.0,,980.0,,1000.0,
21,11/01/2020,Friendly Matches - ,Bergisch Gladbach 09 x Westfalia Herne,50,2x2,3,4,3,1,5,1,31,18,64,36,4,2,23,7,1.48,1.52,7.8,8.2,4.7,4.9,,,,,,,,,,,,,1.09,1.12,9.6,12.0,1.87,3.55,7.0,29.0,14.0,38.0
22,11/01/2020,Greek Football League - GR,Egaleo x Kavala,50,0x0,0,3,2,5,0,3,22,25,49,51,1,2,10,30,2.68,,3.95,4.5,2.0,2.18,2.02,,1.25,1.41,4.5,,1.07,1.1,12.5,,1.02,1.04,160.0,,,1.01,32.0,,32.0,,1000.0,
23,11/01/2020,Israeli Premier League - IL,Hapoel Haifa x MS Ashdod,50,0x0,2,2,3,2,3,4,23,22,50,50,2,3,10,20,3.05,3.15,3.6,3.8,2.42,2.48,2.52,2.6,1.62,1.65,6.8,7.2,1.16,1.17,22.0,25.0,1.04,1.05,110.0,,,1.01,120.0,,170.0,,8.8,
24,11/01/2020,Maltese Premier League - MT,Santa Lucia FC x Valletta,50,2x0,2,0,1,4,2,3,27,58,42,58,4,2,18,12,1.31,1.41,8.4,15.0,5.0,6.8,,,,,1.2,1.28,4.6,5.9,2.16,2.24,1.81,1.87,4.7,6.0,1.2,1.27,1.99,,1.99,,42.0,
25,11/01/2020,Friendly Matches - ,Hertha Berlin II x VSG Altglienicke,50,0x0,1,4,1,5,1,5,18,48,52,48,2,6,11,30,4.9,5.3,2.04,2.1,3.1,3.3,1.85,1.9,2.12,2.18,3.7,3.85,1.35,1.37,9.2,10.5,1.11,1.12,26.0,40.0,1.02,1.04,210.0,,28.0,38.0,1000.0,
