HomeTeam;AwayTeam;FTR;Div;Aposta;odd;resultado_aposta;retorno;faixa_odd
Reading;Nott'm Forest;D;E1;H;2.8;perdida;-100.0;(2.5, 3.0]
Sheffield Weds;Blackpool;H;E1;H;2.5;ganha;150.0;(2.25, 2.5]
Leicester;Derby;H;E1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Blackburn;Doncaster;H;E1;H;1.53;ganha;53.0;(1.5, 1.75]
Blackpool;Middlesbrough;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Bolton;Nott'm Forest;D;E1;H;2.88;perdida;-100.0;(2.5, 3.0]
Brighton;Birmingham;H;E1;H;1.83;ganha;83.0;(1.75, 2.0]
Huddersfield;Millwall;H;E1;H;1.95;ganha;95.0;(1.75, 2.0]
Ipswich;QPR;A;E1;H;3.0;perdida;-100.0;(2.5, 3.0]
Sheffield Weds;Leeds;H;E1;H;2.5;ganha;150.0;(2.25, 2.5]
Watford;Reading;A;E1;H;1.85;perdida;-100.0;(1.75, 2.0]
Wigan;Bournemouth;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Yeovil;Burnley;A;E1;H;3.9;perdida;-100.0;(3.5, 4.0]
Barnsley;Blackpool;H;E1;H;2.63;ganha;163.0;(2.5, 3.0]
Birmingham;Yeovil;A;E1;H;1.75;perdida;-100.0;(1.5, 1.75]
Bournemouth;Watford;D;E1;H;2.75;perdida;-100.0;(2.5, 3.0]
Burnley;Sheffield Weds;D;E1;H;1.95;perdida;-100.0;(1.75, 2.0]
Derby;Brighton;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Doncaster;Wigan;H;E1;H;4.75;ganha;375.0;(4.5, 5.0]
Leeds;Leicester;A;E1;H;3.75;perdida;-100.0;(3.5, 4.0]
Middlesbrough;Charlton;H;E1;H;1.83;ganha;83.0;(1.75, 2.0]
Millwall;Ipswich;H;E1;H;2.8;ganha;179.99999999999997;(2.5, 3.0]
Nott'm Forest;Blackburn;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
QPR;Huddersfield;H;E1;H;1.67;ganha;67.0;(1.5, 1.75]
Reading;Bolton;H;E1;H;2.38;ganha;138.0;(2.25, 2.5]
Blackburn;Derby;D;E1;H;2.63;perdida;-100.0;(2.5, 3.0]
Blackpool;Doncaster;D;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Ipswich;Reading;H;E1;H;2.25;ganha;125.0;(2.0, 2.25]
Leicester;Middlesbrough;H;E1;H;1.83;ganha;83.0;(1.75, 2.0]
Barnsley;Blackburn;D;E1;H;3.1;perdida;-100.0;(3.0, 3.5]
Birmingham;Leicester;A;E1;H;4.33;perdida;-100.0;(4.0, 4.5]
Bournemouth;Huddersfield;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
Burnley;Brighton;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Derby;Yeovil;H;E1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Doncaster;Charlton;H;E1;H;2.8;ganha;179.99999999999997;(2.5, 3.0]
Leeds;Ipswich;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Middlesbrough;Wigan;D;E1;H;2.3;perdida;-100.0;(2.25, 2.5]
Millwall;Sheffield Weds;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
QPR;Bolton;H;E1;H;1.73;ganha;73.0;(1.5, 1.75]
Reading;Blackpool;H;E1;H;1.8;ganha;80.0;(1.75, 2.0]
Nott'm Forest;Watford;H;E1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Birmingham;Derby;D;E1;H;3.4;perdida;-100.0;(3.0, 3.5]
Blackburn;Blackpool;H;E1;H;1.73;ganha;73.0;(1.5, 1.75]
Bournemouth;Leicester;A;E1;H;3.8;perdida;-100.0;(3.5, 4.0]
Doncaster;Middlesbrough;D;E1;H;3.75;perdida;-100.0;(3.5, 4.0]
Ipswich;Bolton;H;E1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Leeds;Huddersfield;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Millwall;Reading;A;E1;H;3.0;perdida;-100.0;(2.5, 3.0]
QPR;Burnley;D;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Sheffield Weds;Barnsley;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
Wigan;Charlton;H;E1;H;1.7;ganha;70.0;(1.5, 1.75]
Nott'm Forest;Yeovil;H;E1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Watford;Brighton;H;E1;H;2.38;ganha;138.0;(2.25, 2.5]
Barnsley;Ipswich;D;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Blackpool;Nott'm Forest;D;E1;H;4.2;perdida;-100.0;(4.0, 4.5]
Bolton;Bournemouth;D;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Brighton;Doncaster;H;E1;H;1.55;ganha;55.00000000000001;(1.5, 1.75]
Burnley;Millwall;H;E1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
Charlton;Birmingham;A;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Huddersfield;Wigan;H;E1;H;3.0;ganha;200.0;(2.5, 3.0]
Leicester;Watford;D;E1;H;1.75;perdida;-100.0;(1.5, 1.75]
Middlesbrough;Blackburn;D;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Reading;Sheffield Weds;A;E1;H;1.83;perdida;-100.0;(1.75, 2.0]
Yeovil;Leeds;A;E1;H;3.2;perdida;-100.0;(3.0, 3.5]
Derby;QPR;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Bolton;Burnley;A;E1;H;3.0;perdida;-100.0;(2.5, 3.0]
Brighton;Leeds;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Huddersfield;Nott'm Forest;A;E1;H;2.8;perdida;-100.0;(2.5, 3.0]
Sheffield Weds;Wigan;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Watford;Birmingham;H;E1;H;1.75;ganha;75.0;(1.5, 1.75]
Yeovil;Millwall;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Birmingham;Huddersfield;A;E1;H;2.55;perdida;-100.0;(2.5, 3.0]
Bournemouth;Burnley;D;E1;H;2.88;perdida;-100.0;(2.5, 3.0]
Doncaster;Barnsley;D;E1;H;2.45;perdida;-100.0;(2.25, 2.5]
Ipswich;Blackpool;D;E1;H;1.83;perdida;-100.0;(1.75, 2.0]
Millwall;Bolton;D;E1;H;2.75;perdida;-100.0;(2.5, 3.0]
Watford;Middlesbrough;H;E1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
QPR;Reading;A;E1;H;2.0;perdida;-100.0;(1.75, 2.0]
Sheffield Weds;Derby;A;E1;H;3.4;perdida;-100.0;(3.0, 3.5]
Wigan;Barnsley;H;E1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Yeovil;Watford;D;E1;H;4.0;perdida;-100.0;(3.5, 4.0]
Nott'm Forest;Leicester;D;E1;H;2.88;perdida;-100.0;(2.5, 3.0]
Barnsley;Millwall;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Blackpool;Birmingham;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Bolton;Watford;H;E1;H;2.5;ganha;150.0;(2.25, 2.5]
Brighton;Wigan;A;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Burnley;Nott'm Forest;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Charlton;QPR;H;E1;H;4.0;ganha;300.0;(3.5, 4.0]
Derby;Bournemouth;H;E1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Huddersfield;Sheffield Weds;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Leicester;Ipswich;H;E1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Middlesbrough;Leeds;D;E1;H;2.0;perdida;-100.0;(1.75, 2.0]
Reading;Blackburn;A;E1;H;2.1;perdida;-100.0;(2.0, 2.25]
Yeovil;Doncaster;H;E1;H;2.35;ganha;135.0;(2.25, 2.5]
Bolton;Blackburn;H;E1;H;2.5;ganha;150.0;(2.25, 2.5]
Bournemouth;Doncaster;H;E1;H;1.7;ganha;70.0;(1.5, 1.75]
Burnley;Derby;H;E1;H;2.25;ganha;125.0;(2.0, 2.25]
Huddersfield;Barnsley;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
Ipswich;Birmingham;H;E1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Leicester;Charlton;H;E1;H;1.44;ganha;43.99999999999999;(1.25, 1.5]
Millwall;Brighton;A;E1;H;3.9;perdida;-100.0;(3.5, 4.0]
Nott'm Forest;Wigan;A;E1;H;2.3;perdida;-100.0;(2.25, 2.5]
QPR;Leeds;D;E1;H;1.85;perdida;-100.0;(1.75, 2.0]
Reading;Yeovil;D;E1;H;1.57;perdida;-100.0;(1.5, 1.75]
Sheffield Weds;Middlesbrough;H;E1;H;2.6;ganha;160.0;(2.5, 3.0]
Watford;Blackpool;H;E1;H;1.83;ganha;83.0;(1.75, 2.0]
Barnsley;Nott'm Forest;H;E1;H;3.5;ganha;250.0;(3.0, 3.5]
Birmingham;QPR;A;E1;H;3.2;perdida;-100.0;(3.0, 3.5]
Blackpool;Bournemouth;A;E1;H;3.1;perdida;-100.0;(3.0, 3.5]
Brighton;Reading;D;E1;H;2.0;perdida;-100.0;(1.75, 2.0]
Derby;Millwall;A;E1;H;1.57;perdida;-100.0;(1.5, 1.75]
Doncaster;Huddersfield;H;E1;H;3.4;ganha;240.0;(3.0, 3.5]
Leeds;Bolton;A;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Middlesbrough;Ipswich;H;E1;H;2.25;ganha;125.0;(2.0, 2.25]
Yeovil;Sheffield Weds;H;E1;H;3.2;ganha;220.00000000000003;(3.0, 3.5]
Blackburn;Burnley;A;E1;H;2.8;perdida;-100.0;(2.5, 3.0]
Barnsley;Leicester;A;E1;H;5.5;perdida;-100.0;(5.0, 10.0]
Blackpool;Millwall;H;E1;H;2.38;ganha;138.0;(2.25, 2.5]
Brighton;QPR;H;E1;H;2.25;ganha;125.0;(2.0, 2.25]
Derby;Bolton;D;E1;H;1.85;perdida;-100.0;(1.75, 2.0]
Doncaster;Watford;H;E1;H;3.75;ganha;275.0;(3.5, 4.0]
Leeds;Reading;A;E1;H;2.63;perdida;-100.0;(2.5, 3.0]
Middlesbrough;Nott'm Forest;D;E1;H;2.45;perdida;-100.0;(2.25, 2.5]
Yeovil;Ipswich;A;E1;H;3.0;perdida;-100.0;(2.5, 3.0]
Birmingham;Burnley;D;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Blackburn;Bournemouth;A;E1;H;2.3;perdida;-100.0;(2.25, 2.5]
Charlton;Huddersfield;D;E1;H;2.63;perdida;-100.0;(2.5, 3.0]
Wigan;Sheffield Weds;H;E1;H;1.75;ganha;75.0;(1.5, 1.75]
Bolton;Brighton;A;E1;H;2.5;perdida;-100.0;(2.25, 2.5]
Bournemouth;Middlesbrough;D;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Burnley;Leeds;H;E1;H;1.75;ganha;75.0;(1.5, 1.75]
Huddersfield;Blackburn;A;E1;H;2.38;perdida;-100.0;(2.25, 2.5]
Ipswich;Wigan;A;E1;H;2.8;perdida;-100.0;(2.5, 3.0]
Leicester;Blackpool;H;E1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Millwall;Charlton;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Nott'm Forest;Doncaster;D;E1;H;1.53;perdida;-100.0;(1.5, 1.75]
QPR;Yeovil;H;E1;H;1.53;ganha;53.0;(1.5, 1.75]
Reading;Derby;D;E1;H;2.5;perdida;-100.0;(2.25, 2.5]
Sheffield Weds;Birmingham;H;E1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Watford;Barnsley;H;E1;H;1.67;ganha;67.0;(1.5, 1.75]
Charlton;Bournemouth;H;E1;H;3.0;ganha;200.0;(2.5, 3.0]
Sheffield Weds;QPR;H;E1;H;3.1;ganha;210.0;(3.0, 3.5]
Wigan;Yeovil;D;E1;H;1.45;perdida;-100.0;(1.25, 1.5]
Barnsley;Bournemouth;A;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Birmingham;Reading;A;E1;H;3.2;perdida;-100.0;(3.0, 3.5]
Blackburn;Leicester;D;E1;H;4.0;perdida;-100.0;(3.5, 4.0]
Blackpool;Huddersfield;H;E1;H;2.9;ganha;190.0;(2.5, 3.0]
Brighton;Ipswich;A;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Charlton;Burnley;A;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Derby;Nott'm Forest;H;E1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Doncaster;Sheffield Weds;H;E1;H;3.4;ganha;240.0;(3.0, 3.5]
Leeds;Millwall;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Middlesbrough;QPR;A;E1;H;2.3;perdida;-100.0;(2.25, 2.5]
Wigan;Watford;H;E1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Yeovil;Bolton;D;E1;H;3.3;perdida;-100.0;(3.0, 3.5]
Bolton;Blackpool;H;E1;H;1.85;ganha;85.00000000000001;(1.75, 2.0]
Bournemouth;Leeds;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
Burnley;Doncaster;H;E1;H;1.5;ganha;50.0;(1.25, 1.5]
Huddersfield;Middlesbrough;D;E1;H;2.6;perdida;-100.0;(2.5, 3.0]
Ipswich;Derby;H;E1;H;2.8;ganha;179.99999999999997;(2.5, 3.0]
Leicester;Yeovil;D;E1;H;1.3;perdida;-100.0;(1.25, 1.5]
Millwall;Birmingham;A;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Nott'm Forest;Charlton;A;E1;H;1.83;perdida;-100.0;(1.75, 2.0]
QPR;Wigan;H;E1;H;2.45;ganha;145.00000000000003;(2.25, 2.5]
Reading;Barnsley;A;E1;H;1.53;perdida;-100.0;(1.5, 1.75]
Sheffield Weds;Brighton;H;E1;H;2.9;ganha;190.0;(2.5, 3.0]
Watford;Blackburn;D;E1;H;2.15;perdida;-100.0;(2.0, 2.25]
Birmingham;Bournemouth;A;E1;H;3.2;perdida;-100.0;(3.0, 3.5]
Bolton;Wigan;D;E1;H;2.88;perdida;-100.0;(2.5, 3.0]
Brighton;Middlesbrough;A;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Burnley;Leicester;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Derby;Charlton;H;E1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Ipswich;Nott'm Forest;D;E1;H;2.3;perdida;-100.0;(2.25, 2.5]
Leeds;Doncaster;A;E1;H;2.0;perdida;-100.0;(1.75, 2.0]
Millwall;Blackburn;D;E1;H;3.0;perdida;-100.0;(2.5, 3.0]
QPR;Blackpool;D;E1;H;1.62;perdida;-100.0;(1.5, 1.75]
Reading;Huddersfield;D;E1;H;2.0;perdida;-100.0;(1.75, 2.0]
Sheffield Weds;Watford;A;E1;H;2.45;perdida;-100.0;(2.25, 2.5]
Yeovil;Barnsley;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Blackburn;Brighton;D;E1;H;2.45;perdida;-100.0;(2.25, 2.5]
Leeds;Charlton;A;E1;H;2.25;perdida;-100.0;(2.0, 2.25]
Wigan;Leicester;D;E1;H;2.8;perdida;-100.0;(2.5, 3.0]
Leicester;Sheffield Weds;H;E1;H;1.45;ganha;44.99999999999999;(1.25, 1.5]
Barnsley;Brighton;D;E1;H;3.75;perdida;-100.0;(3.5, 4.0]
Blackburn;Ipswich;H;E1;H;2.38;ganha;138.0;(2.25, 2.5]
Blackpool;Yeovil;A;E1;H;2.1;perdida;-100.0;(2.0, 2.25]
Bournemouth;QPR;H;E1;H;2.4;ganha;140.0;(2.25, 2.5]
Charlton;Reading;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Doncaster;Birmingham;A;E1;H;2.5;perdida;-100.0;(2.25, 2.5]
Huddersfield;Bolton;A;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Middlesbrough;Derby;H;E1;H;2.9;ganha;190.0;(2.5, 3.0]
Nott'm Forest;Millwall;A;E1;H;1.75;perdida;-100.0;(1.5, 1.75]
Watford;Burnley;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Wigan;Leeds;H;E1;H;1.53;ganha;53.0;(1.5, 1.75]
Barnsley;Burnley;A;E1;H;3.75;perdida;-100.0;(3.5, 4.0]
Blackburn;QPR;H;E1;H;2.45;ganha;145.00000000000003;(2.25, 2.5]
Blackpool;Derby;A;E1;H;4.0;perdida;-100.0;(3.5, 4.0]
Bournemouth;Reading;H;E1;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
Charlton;Yeovil;H;E1;H;1.95;ganha;95.0;(1.75, 2.0]
Doncaster;Bolton;A;E1;H;3.4;perdida;-100.0;(3.0, 3.5]
Huddersfield;Ipswich;A;E1;H;2.5;perdida;-100.0;(2.25, 2.5]
Leicester;Brighton;A;E1;H;1.8;perdida;-100.0;(1.75, 2.0]
Middlesbrough;Birmingham;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Nott'm Forest;Sheffield Weds;D;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Watford;Leeds;H;E1;H;1.73;ganha;73.0;(1.5, 1.75]
Wigan;Millwall;A;E1;H;1.67;perdida;-100.0;(1.5, 1.75]
Bolton;Barnsley;H;E1;H;1.8;ganha;80.0;(1.75, 2.0]
Brighton;Charlton;H;E1;H;1.7;ganha;70.0;(1.5, 1.75]
Burnley;Middlesbrough;A;E1;H;1.91;perdida;-100.0;(1.75, 2.0]
Derby;Huddersfield;H;E1;H;1.7;ganha;70.0;(1.5, 1.75]
Ipswich;Doncaster;H;E1;H;1.65;ganha;64.99999999999999;(1.5, 1.75]
Leeds;Blackpool;H;E1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Millwall;Watford;D;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
QPR;Nott'm Forest;H;E1;H;2.15;ganha;114.99999999999999;(2.0, 2.25]
Sheffield Weds;Blackburn;D;E1;H;2.75;perdida;-100.0;(2.5, 3.0]
Yeovil;Bournemouth;D;E1;H;3.7;perdida;-100.0;(3.5, 4.0]
Reading;Leicester;D;E1;H;3.1;perdida;-100.0;(3.0, 3.5]
Charlton;Barnsley;A;E1;H;2.15;perdida;-100.0;(2.0, 2.25]
Blackburn;Yeovil;D;E1;H;1.62;perdida;-100.0;(1.5, 1.75]
Blackpool;Burnley;A;E1;H;3.6;perdida;-100.0;(3.5, 4.0]
Bournemouth;Sheffield Weds;A;E1;H;1.73;perdida;-100.0;(1.5, 1.75]
Charlton;Bolton;D;E1;H;2.5;perdida;-100.0;(2.25, 2.5]
Doncaster;Derby;A;E1;H;4.33;perdida;-100.0;(4.0, 4.5]
Huddersfield;Brighton;D;E1;H;3.6;perdida;-100.0;(3.5, 4.0]
Wigan;Reading;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Barnsley;Leeds;A;E1;H;2.38;perdida;-100.0;(2.25, 2.5]
Leicester;QPR;H;E1;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Middlesbrough;Millwall;A;E1;H;1.91;perdida;-100.0;(1.75, 2.0]
Nott'm Forest;Birmingham;H;E1;H;1.83;ganha;83.0;(1.75, 2.0]
Watford;Ipswich;H;E1;H;2.0;ganha;100.0;(1.75, 2.0]
Birmingham;Blackburn;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Brighton;Blackpool;D;E1;H;1.5;perdida;-100.0;(1.25, 1.5]
Burnley;Wigan;H;E1;H;2.5;ganha;150.0;(2.25, 2.5]
Derby;Barnsley;H;E1;H;1.6;ganha;60.00000000000001;(1.5, 1.75]
Ipswich;Bournemouth;D;E1;H;2.38;perdida;-100.0;(2.25, 2.5]
Leeds;Nott'm Forest;A;E1;H;2.75;perdida;-100.0;(2.5, 3.0]
Millwall;Doncaster;D;E1;H;1.85;perdida;-100.0;(1.75, 2.0]
QPR;Watford;H;E1;H;2.2;ganha;120.00000000000001;(2.0, 2.25]
Sheffield Weds;Charlton;A;E1;H;2.1;perdida;-100.0;(2.0, 2.25]
Yeovil;Huddersfield;A;E1;H;2.6;perdida;-100.0;(2.5, 3.0]
Bolton;Leicester;A;E1;H;3.25;perdida;-100.0;(3.0, 3.5]
Reading;Middlesbrough;H;E1;H;1.95;ganha;95.0;(1.75, 2.0]
Brighton;Yeovil;H;E1;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
Birmingham;Leeds;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Bournemouth;Nott'm Forest;H;E1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Burnley;Ipswich;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Charlton;Blackburn;A;E1;H;2.9;perdida;-100.0;(2.5, 3.0]
Derby;Watford;H;E1;H;1.95;ganha;95.0;(1.75, 2.0]
Doncaster;Reading;A;E1;H;3.4;perdida;-100.0;(3.0, 3.5]
Huddersfield;Leicester;A;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Middlesbrough;Barnsley;H;E1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
QPR;Millwall;D;E1;H;1.95;perdida;-100.0;(1.75, 2.0]
Sheffield Weds;Bolton;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Wigan;Blackpool;A;E1;H;1.5;perdida;-100.0;(1.25, 1.5]
Birmingham;Wigan;A;E1;H;4.0;perdida;-100.0;(3.5, 4.0]
Charlton;Watford;H;E1;H;2.4;ganha;140.0;(2.25, 2.5]
Barnsley;QPR;A;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Blackburn;Wigan;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Blackpool;Charlton;A;E1;H;2.2;perdida;-100.0;(2.0, 2.25]
Bolton;Birmingham;D;E1;H;2.4;perdida;-100.0;(2.25, 2.5]
Ipswich;Sheffield Weds;H;E1;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Leeds;Derby;D;E1;H;3.1;perdida;-100.0;(3.0, 3.5]
Leicester;Doncaster;H;E1;H;1.62;ganha;62.000000000000014;(1.5, 1.75]
Millwall;Bournemouth;H;E1;H;2.3;ganha;129.99999999999997;(2.25, 2.5]
Nott'm Forest;Brighton;A;E1;H;3.5;perdida;-100.0;(3.0, 3.5]
Reading;Burnley;D;E1;H;2.1;perdida;-100.0;(2.0, 2.25]
Watford;Huddersfield;A;E1;H;2.05;perdida;-100.0;(2.0, 2.25]
Yeovil;Middlesbrough;A;E1;H;3.3;perdida;-100.0;(3.0, 3.5]
Aberdeen;Hamilton;H;SC0;H;2.0;ganha;100.0;(1.75, 2.0]
Hearts;St Johnstone;D;SC0;H;1.91;perdida;-100.0;(1.75, 2.0]
Inverness C;Celtic;A;SC0;H;8.0;perdida;-100.0;(5.0, 10.0]
Rangers;Kilmarnock;H;SC0;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
St Mirren;Dundee United;D;SC0;H;3.6;perdida;-100.0;(3.5, 4.0]
Motherwell;Hibernian;A;SC0;H;2.38;perdida;-100.0;(2.25, 2.5]
Hamilton;Hearts;A;SC0;H;2.75;perdida;-100.0;(2.5, 3.0]
St Johnstone;Aberdeen;A;SC0;H;2.38;perdida;-100.0;(2.25, 2.5]
Celtic;St Mirren;H;SC0;H;1.2;ganha;19.999999999999996;(1.0, 1.25]
Dundee United;Inverness C;A;SC0;H;1.67;perdida;-100.0;(1.5, 1.75]
Hibernian;Rangers;A;SC0;H;4.75;perdida;-100.0;(4.5, 5.0]
Kilmarnock;Motherwell;A;SC0;H;2.63;perdida;-100.0;(2.5, 3.0]
Aberdeen;Kilmarnock;A;SC0;H;1.95;perdida;-100.0;(1.75, 2.0]
Inverness C;Hamilton;A;SC0;H;1.91;perdida;-100.0;(1.75, 2.0]
Rangers;St Johnstone;H;SC0;H;1.22;ganha;21.999999999999996;(1.0, 1.25]
Hearts;Dundee United;D;SC0;H;2.2;perdida;-100.0;(2.0, 2.25]
Motherwell;Celtic;A;SC0;H;6.0;perdida;-100.0;(5.0, 10.0]
St Mirren;Hibernian;H;SC0;H;3.1;ganha;210.0;(3.0, 3.5]
Celtic;Hearts;H;SC0;H;1.33;ganha;33.00000000000001;(1.25, 1.5]
Dundee United;Aberdeen;H;SC0;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
Hamilton;Rangers;A;SC0;H;8.0;perdida;-100.0;(5.0, 10.0]
Hibernian;Inverness C;D;SC0;H;1.83;perdida;-100.0;(1.75, 2.0]
Kilmarnock;St Mirren;H;SC0;H;2.1;ganha;110.00000000000001;(2.0, 2.25]
St Johnstone;Motherwell;A;SC0;H;2.38;perdida;-100.0;(2.25, 2.5]
Hibernian;Hamilton;D;SC0;H;1.8;perdida;-100.0;(1.75, 2.0]
Inverness C;Hearts;A;SC0;H;2.63;perdida;-100.0;(2.5, 3.0]
Motherwell;Aberdeen;D;SC0;H;2.2;perdida;-100.0;(2.0, 2.25]
Rangers;Dundee United;H;SC0;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
St Johnstone;St Mirren;H;SC0;H;2.0;ganha;100.0;(1.75, 2.0]
Kilmarnock;Celtic;A;SC0;H;7.5;perdida;-100.0;(5.0, 10.0]
Celtic;Hibernian;H;SC0;H;1.3;ganha;30.000000000000004;(1.25, 1.5]
Dundee United;St Johnstone;H;SC0;H;1.91;ganha;90.99999999999999;(1.75, 2.0]
Hamilton;Kilmarnock;D;SC0;H;2.3;perdida;-100.0;(2.25, 2.5]
Hearts;Motherwell;A;SC0;H;2.1;perdida;-100.0;(2.0, 2.25]
St Mirren;Inverness C;A;SC0;H;2.5;perdida;-100.0;(2.25, 2.5]
Aberdeen;Rangers;A;SC0;H;5.5;perdida;-100.0;(5.0, 10.0]
Celtic;Hamilton;H;SC0;H;1.17;ganha;16.999999999999993;(1.0, 1.25]
Hearts;Rangers;A;SC0;H;5.0;perdida;-100.0;(4.5, 5.0]
Inverness C;Aberdeen;H;SC0;H;2.4;ganha;140.0;(2.25, 2.5]
Kilmarnock;Dundee United;A;SC0;H;2.75;perdida;-100.0;(2.5, 3.0]
Motherwell;St Mirren;H;SC0;H;1.67;ganha;67.0;(1.5, 1.75]
St Johnstone;Hibernian;H;SC0;H;2.4;ganha;140.0;(2.25, 2.5]
Aberdeen;Hearts;A;SC0;H;2.5;perdida;-100.0;(2.25, 2.5]
Hibernian;Kilmarnock;H;SC0;H;2.0;ganha;100.0;(1.75, 2.0]
Inverness C;St Johnstone;D;SC0;H;2.25;perdida;-100.0;(2.0, 2.25]
Rangers;Motherwell;H;SC0;H;1.36;ganha;36.00000000000001;(1.25, 1.5]
St Mirren;Hamilton;D;SC0;H;2.4;perdida;-100.0;(2.25, 2.5]
Dundee United;Celtic;A;SC0;H;5.0;perdida;-100.0;(4.5, 5.0]
Aberdeen;Hibernian;H;SC0;H;2.38;ganha;138.0;(2.25, 2.5]
Hamilton;St Johnstone;A;SC0;H;2.5;perdida;-100.0;(2.25, 2.5]
Hearts;St Mirren;H;SC0;H;1.57;ganha;57.00000000000001;(1.5, 1.75]
Kilmarnock;Inverness C;A;SC0;H;2.3;perdida;-100.0;(2.25, 2.5]
Motherwell;Dundee United;H;SC0;H;2.4;ganha;140.0;(2.25, 2.5]
Celtic;Rangers;A;SC0;H;2.3;perdida;-100.0;(2.25, 2.5]
Dundee United;Hibernian;H;SC0;H;2.05;ganha;104.99999999999999;(2.0, 2.25]
